Study Phase ,Site ,Tran,Dist ,Rep or Extra,St Filter Wt (g) ,Date Placed,St Ziploc Wt (g) ,Date Removed ,Filter Area (cm2) ,Rubber Band Surface Area (cm2),Prop Filter Recovered (%)  ,Adjusted Filter Mass Recovered (g) ,Adjusted Filter Surface Area Recovered (cm2),Date(s) of Procedure,"Post-Dry Mass  (Filter/Zip/Sed Total, g) ","(1) Confirmatory Post-Dry Weight (Optional, g) ","(2) Confirmatory Post-Dry Weight (Optional, g) ","Sediment Mass               (Post-Dry Mass- Adjusted Filter Mass Recovered-Bag Mass, g)",Sediment Density (Sediment Mass/Adj Filter SA; g/cm2),Flux                        (# of Days Deployed) ,Flux-cm                (Sediment Density/Duration;  g/cm2 per day)  ,Flux-m                  (Sediment Density/Duration; g/m2 per day) ,Date(s) of Procedure ,Crucible Number # ,Empty Crucible Weight,Subsample Weight (Filter + Sediment on Filter) ,Post-Burn Weight ,Notes 
M2 ,S,1,12,c,0.45883,8/8/2025,2.69975,9/8/2025,63.61725116,5.31,,0,-5.31,,3.59743,,,0.89768,-2.69975,31,-0.08708871,-870.8870968,,,,,,
M2 ,S,1,24,a ,0.43507,8/8/2025,2.70224,9/8/2025,63.61725116,5.31,,0,-5.31,,3.53721,,,0.83497,-2.70224,31,-0.087169032,-871.6903226,,,,,,
M2 ,S,1,24,b ,0.45863,8/8/2025,2.72498,9/8/2025,63.61725116,5.31,,0,-5.31,,3.60843,,,0.88345,-2.72498,31,-0.087902581,-879.0258065,,,,,,
M2 ,S,1,24,c,0.43634,8/8/2025,2.71093,9/8/2025,63.61725116,5.31,,0,-5.31,,3.40971,,,0.69878,-2.71093,31,-0.087449355,-874.4935484,,,,,,
M2 ,S,1,48,a,0.45836,8/8/2025,2.70503,9/8/2025,63.61725116,5.31,,0,-5.31,,3.32426,,,0.61923,-2.70503,31,-0.087259032,-872.5903226,,,,,,
M2 ,S,1,48,b ,0.43541,8/8/2025,2.7064,9/8/2025,63.61725116,5.31,,0,-5.31,,3.53094,,,0.82454,-2.7064,31,-0.087303226,-873.0322581,,,,,,
M2 ,S,1,48,c,0.43795,8/8/2025,2.71349,9/8/2025,63.61725116,5.31,,0,-5.31,,3.36327,,,0.64978,-2.71349,31,-0.087531935,-875.3193548,,,,,,
M2 ,S,2,0.5,a,0.45873,8/8/2025,2.73404,9/8/2025,63.61725116,5.31,,0,-5.31,,3.36327,,,0.62923,-2.73404,31,-0.088194839,-881.9483871,,,,,,looks like 1/4 filter 
M2 ,S,2,0.5,b ,0.43487,8/8/2025,2.73276,9/8/2025,63.61725116,5.31,,0,-5.31,,3.07252,,,0.33976,-2.73276,31,-0.088153548,-881.5354839,,,,,,
M2 ,S,2,0.5,c,0.43528,8/8/2025,2.6816,9/8/2025,63.61725116,5.31,,0,-5.31,,4.74632,,,2.06472,-2.6816,31,-0.086503226,-865.0322581,,,,,,
M2 ,S,2,2,a,0.45671,8/8/2025,2.7144,9/8/2025,63.61725116,5.31,,0,-5.31,,3.7937,,,1.0793,-2.7144,31,-0.08756129,-875.6129032,,,,,,
M2 ,S,2,2,b ,0.43561,8/8/2025,2.67735,9/8/2025,63.61725116,5.31,,0,-5.31,,15.21304,,,12.53569,-2.67735,31,-0.086366129,-863.6612903,,,,,,
M2 ,S,2,2,c,0.45681,8/8/2025,2.68444,9/8/2025,63.61725116,5.31,,0,-5.31,,9.16046,,,6.47602,-2.68444,31,-0.086594839,-865.9483871,,,,,,
M2 ,S,2,6,a,0.4359,8/8/2025,2.65898,9/8/2025,63.61725116,5.31,,0,-5.31,,7.95006,,,5.29108,-2.65898,31,-0.085773548,-857.7354839,,,,,,
M2 ,S,2,6,b ,0.4361,8/8/2025,2.65134,9/8/2025,63.61725116,5.31,,0,-5.31,,3.31025,,,0.65891,-2.65134,31,-0.085527097,-855.2709677,,,,,,looks like 1/2 filter 
M2 ,S,2,6,c,0.45819,8/8/2025,2.69291,9/8/2025,63.61725116,5.31,,0,-5.31,,3.3054,,,0.61249,-2.69291,31,-0.086868065,-868.6806452,,,,,,
M2 ,S,2,12,a,0.43399,8/8/2025,2.68914,9/8/2025,63.61725116,5.31,,0,-5.31,,4.43286,,,1.74372,-2.68914,31,-0.086746452,-867.4645161,,,,,,
M2 ,S,2,12,b ,0.43579,8/8/2025,2.70958,9/8/2025,63.61725116,5.31,,0,-5.31,,3.73322,,,1.02364,-2.70958,31,-0.087405806,-874.0580645,,,,,,
M2 ,S,2,12,c,0.45939,8/8/2025,2.69957,9/8/2025,63.61725116,5.31,,0,-5.31,,3.91413,,,1.21456,-2.69957,31,-0.087082903,-870.8290323,,,,,,
M2 ,S,2,24,a ,0.436,8/8/2025,2.69815,9/8/2025,63.61725116,5.31,,0,-5.31,,3.48207,,,0.78392,-2.69815,31,-0.087037097,-870.3709677,,,,,,
M2 ,S,2,24,b ,0.45894,8/8/2025,2.7324,9/8/2025,63.61725116,5.31,,0,-5.31,,3.52057,,,0.78817,-2.7324,31,-0.088141935,-881.4193548,,,,,,
M2 ,S,2,24,c,0.43474,8/8/2025,2.68651,9/8/2025,63.61725116,5.31,,0,-5.31,,3.9553,,,1.26879,-2.68651,31,-0.086661613,-866.616129,,,,,,
M2 ,S,2,48,a,0.43904,8/8/2025,2.71473,9/8/2025,63.61725116,5.31,,0,-5.31,,3.59793,,,0.8832,-2.71473,31,-0.087571935,-875.7193548,,,,,,
M2 ,S,2,48,b ,0.43436,8/8/2025,2.70413,9/8/2025,63.61725116,5.31,,0,-5.31,,3.81092,,,1.10679,-2.70413,31,-0.08723,-872.3,,,,,,
M2 ,S,2,48,c,0.45072,8/8/2025,2.71767,9/8/2025,63.61725116,5.31,,0,-5.31,,3.6094,,,0.89173,-2.71767,31,-0.087666774,-876.6677419,,,,,,
M2 ,S,,,E-1 ,0.45055,8/8/2025,2.71503,9/8/2025,63.61725116,5.31,,0,-5.31,,,,,-2.71503,-2.71503,31,-0.087581613,-875.816129,,,,,,
M2 ,S,,,E-2 ,0.43282,8/8/2025,2.69091,9/8/2025,63.61725116,5.31,,0,-5.31,,,,,-2.69091,-2.69091,31,-0.086803548,-868.0354839,,,,,,
M2 ,S,,,E-3 ,0.43341,8/8/2025,2.71344,9/8/2025,63.61725116,5.31,,0,-5.31,,,,,-2.71344,-2.71344,31,-0.087530323,-875.3032258,,,,,,
M2 ,S,,,E-4 ,0.4554,8/8/2025,2.73679,9/8/2025,63.61725116,5.31,,0,-5.31,,,,,-2.73679,-2.73679,31,-0.088283548,-882.8354839,,,,,,
M3,B,1,0.5,a ,0.44672,9/3/2025,2.41939,10/8/2025,63.61725116,5.31,,0,-5.31,10/20-10/21 9:30 am-10:45 am (25 hours),4.5986,,,2.17921,-2.41939,35,-0.069125429,-691.2542857,,,,,,1 folded 
M3,B,1,0.5,b ,0.45561,9/3/2025,2.42314,10/8/2025,63.61725116,5.31,,0,-5.31,10/20-10/21 9:30 am-10:45 am (25 hours),4.4741,,,2.05096,-2.42314,35,-0.069232571,-692.3257143,,,,,,1 folded 
M3,B,1,0.5,c,0.4449,9/3/2025,2.43051,10/8/2025,63.61725116,5.31,,0,-5.31,10/20-10/21 9:30 am-10:45 am (25 hours),4.05929,,,1.62878,-2.43051,35,-0.069443143,-694.4314286,,,,,,1 folded 
M3,B,1,2,a ,0.45679,9/3/2025,2.4417,10/8/2025,63.61725116,5.31,,0,-5.31,10/20-10/21 9:30 am-10:45 am (25 hours),3.42155,,,0.97985,-2.4417,35,-0.069762857,-697.6285714,,,,,,1 folded 
M3,B,1,2,b ,0.44362,9/3/2025,2.4295,10/8/2025,63.61725116,5.31,,0,-5.31,10/20-10/21 9:30 am-10:45 am (25 hours),3.31705,,,0.88755,-2.4295,35,-0.069414286,-694.1428571,,,,,,1 folded 
M3,B,1,2,c,0.45476,9/3/2025,2.41962,10/8/2025,63.61725116,5.31,,0,-5.31,10/20-10/21 9:30 am-10:45 am (25 hours),3.24516,,,0.82554,-2.41962,35,-0.069132,-691.32,,,,,,1 folded 
M3,B,1,6,a ,0.45458,9/3/2025,2.43716,10/8/2025,63.61725116,5.31,,0,-5.31,10/20-10/21 9:30 am-10:45 am (25 hours),3.57488,,,1.13772,-2.43716,35,-0.069633143,-696.3314286,,,,,,1 folded 
M3,B,1,6,b ,0.44367,9/3/2025,2.45771,10/8/2025,63.61725116,5.31,,0,-5.31,10/20-10/21 9:30 am-10:45 am (25 hours),3.98141,,,1.5237,-2.45771,35,-0.070220286,-702.2028571,,,,,,1 folded
M3,B,1,6,c,0.44319,9/3/2025,2.45274,10/8/2025,63.61725116,5.31,,0,-5.31,10/20-10/21 9:30 am-10:45 am (25 hours),3.98382,,,1.53108,-2.45274,35,-0.070078286,-700.7828571,,,,,,1 folded
M3,B,1,12,a ,0.4424,9/3/2025,2.48179,10/8/2025,63.61725116,5.31,,0,-5.31,10/20-10/21 9:30 am-10:45 am (25 hours),3.2539,,,0.77211,-2.48179,35,-0.070908286,-709.0828571,,,,,,1 folded
M3,B,1,12,b ,0.45701,9/3/2025,2.44764,10/8/2025,63.61725116,5.31,,0,-5.31,10/20-10/21 9:30 am-10:45 am (25 hours),3.19506,,,0.74742,-2.44764,35,-0.069932571,-699.3257143,,,,,,1 folded
M3,B,1,12,c,0.4449,9/3/2025,2.47461,10/8/2025,63.61725116,5.31,,0,-5.31,10/20-10/21 9:30 am-10:45 am (25 hours),3.20539,,,0.73078,-2.47461,35,-0.070703143,-707.0314286,,,,,,1 folded
M3,B,1,18,a ,0.4556,9/3/2025,2.45375,10/8/2025,63.61725116,5.31,,0,-5.31,10/20-10/21 9:30 am-10:45 am (25 hours),3.26182,,,0.80807,-2.45375,35,-0.070107143,-701.0714286,,,,,,1 folded
M3,B,1,18,b ,0.44289,9/3/2025,2.46881,10/8/2025,63.61725116,5.31,,0,-5.31,10/20-10/21 9:30 am-10:45 am (25 hours),3.23375,,,0.76494,-2.46881,35,-0.070537429,-705.3742857,,,,,,1 folded
M3,B,1,18,c ,0.43749,9/3/2025,2.4543,10/8/2025,63.61725116,5.31,,0,-5.31,10/20-10/21 9:30 am-10:45 am (25 hours),3.1563,,,0.702,-2.4543,35,-0.070122857,-701.2285714,,,,,,1 folded
M3,B,1,24,a ,0.43793,9/3/2025,2.44757,10/8/2025,63.61725116,5.31,,0,-5.31,10/20-10/21 9:30 am-10:45 am (25 hours),3.14257,,,0.695,-2.44757,35,-0.069930571,-699.3057143,,,,,,1 folded
M3,B,1,24,b ,0.46001,9/3/2025,2.44791,10/8/2025,63.61725116,5.31,,0,-5.31,10/20-10/21 9:30 am-10:45 am (25 hours),3.22843,,,0.78052,-2.44791,35,-0.069940286,-699.4028571,,,,,,1 folded
M3,B,1,24,c,0.4554,9/3/2025,2.46213,10/8/2025,63.61725116,5.31,,0,-5.31,10/20-10/21 9:30 am-10:45 am (25 hours),3.23156,,,0.76943,-2.46213,35,-0.070346571,-703.4657143,,,,,,1 folded
M3,B,1,48,a ,0.43775,9/3/2025,2.44042,10/8/2025,63.61725116,5.31,,0,-5.31,10/20-10/21 9:30 am-10:45 am (25 hours),3.29795,,,0.85753,-2.44042,35,-0.069726286,-697.2628571,,,,,,
M3,B,1,48,b ,0.4386,9/3/2025,2.44423,10/8/2025,63.61725116,5.31,,0,-5.31,10/20-10/21 9:30 am-10:45 am (25 hours),3.28598,,,0.84175,-2.44423,35,-0.069835143,-698.3514286,,,,,,small drop taking out of oven didn't see fall out
M3,B,1,48,c,0.45861,9/3/2025,2.44284,10/8/2025,63.61725116,5.31,,0,-5.31,10/20-10/21 9:30 am-10:45 am (25 hours),3.39851,,,0.95567,-2.44284,35,-0.069795429,-697.9542857,,,,,,
M3,B,2,0.5,a ,0.43972,9/3/2025,2.4447,10/8/2025,63.61725116,5.31,,0,-5.31,10/21-10/22 11 am- 1 pm (26 hours) ,4.17363,,,1.72893,-2.4447,35,-0.069848571,-698.4857143,,,,,,partial filter; small spec
M3,B,2,0.5,b ,0.45818,9/3/2025,2.43734,10/8/2025,63.61725116,5.31,,0,-5.31,10/21-10/22 11 am- 1 pm (26 hours) ,4.85619,,,2.41885,-2.43734,35,-0.069638286,-696.3828571,,,,,,1
M3,B,2,0.5,c,0.43648,9/3/2025,2.46441,10/8/2025,63.61725116,5.31,,0,-5.31,10/21-10/22 11 am- 1 pm (26 hours) ,4.0228,,,1.55839,-2.46441,35,-0.070411714,-704.1171429,,,,,,1
M3,B,2,2,a ,0.46031,9/3/2025,2.45227,10/8/2025,63.61725116,5.31,,0,-5.31,10/21-10/22 11 am- 1 pm (26 hours) ,3.38223,,,0.92996,-2.45227,35,-0.070064857,-700.6485714,,,,,,1 folded
M3,B,2,2,b ,0.43647,9/3/2025,2.46769,10/8/2025,63.61725116,5.31,,0,-5.31,10/21-10/22 11 am- 1 pm (26 hours) ,3.3195,,,0.85181,-2.46769,35,-0.070505429,-705.0542857,,,,,,1 folded
M3,B,2,2,c,0.45335,9/3/2025,2.44291,10/8/2025,63.61725116,5.31,,0,-5.31,10/21-10/22 11 am- 1 pm (26 hours) ,3.34168,,,0.89877,-2.44291,35,-0.069797429,-697.9742857,,,,,,1
M3,B,2,6,a ,0.43657,9/3/2025,2.44161,10/8/2025,63.61725116,5.31,,0,-5.31,10/21-10/22 11 am- 1 pm (26 hours) ,3.68368,,,1.24207,-2.44161,35,-0.069760286,-697.6028571,,,,,,1
M3,B,2,6,b ,0.45419,9/3/2025,2.4378,10/8/2025,63.61725116,5.31,,0,-5.31,10/21-10/22 11 am- 1 pm (26 hours) ,3.79761,,,1.35981,-2.4378,35,-0.069651429,-696.5142857,,,,,,1
M3,B,2,6,c,0.43388,9/3/2025,2.45268,10/8/2025,63.61725116,5.31,,0,-5.31,10/21-10/22 11 am- 1 pm (26 hours) ,3.53622,,,1.08354,-2.45268,35,-0.070076571,-700.7657143,,,,,,
M3,B,2,12,a ,0.45576,9/3/2025,2.42306,10/8/2025,63.61725116,5.31,,0,-5.31,10/21-10/22 11 am- 1 pm (26 hours) ,3.43921,,,1.01615,-2.42306,35,-0.069230286,-692.3028571,,,,,,
M3,B,2,12,b ,0.43392,9/3/2025,2.45518,10/8/2025,63.61725116,5.31,,0,-5.31,10/21-10/22 11 am- 1 pm (26 hours) ,3.58565,,,1.13047,-2.45518,35,-0.070148,-701.48,,,,,,
M3,B,2,12,c,0.43724,9/3/2025,2.43553,10/8/2025,63.61725116,5.31,,0,-5.31,10/21-10/22 11 am- 1 pm (26 hours) ,3.39468,,,0.95915,-2.43553,35,-0.069586571,-695.8657143,,,,,,
M3,B,2,24,a ,0.45858,9/3/2025,2.46671,10/8/2025,63.61725116,5.31,,0,-5.31,10/21-10/22 11 am- 1 pm (26 hours) ,3.2623,,,0.79559,-2.46671,35,-0.070477429,-704.7742857,,,,,,
M3,B,2,24,b ,0.43869,9/3/2025,2.4723,10/8/2025,63.61725116,5.31,,0,-5.31,10/21-10/22 11 am- 1 pm (26 hours) ,3.20715,,,0.73485,-2.4723,35,-0.070637143,-706.3714286,,,,,,
M3,B,2,24,c,0.45833,9/3/2025,2.4694,10/8/2025,63.61725116,5.31,,0,-5.31,10/21-10/22 11 am- 1 pm (26 hours) ,3.25795,,,0.78855,-2.4694,35,-0.070554286,-705.5428571,,,,,,
M3,B,2,48,a ,0.43672,9/3/2025,2.4465,10/8/2025,63.61725116,5.31,,0,-5.31,10/21-10/22 11 am- 1 pm (26 hours) ,3.3179,,,0.8714,-2.4465,35,-0.0699,-699,,,,,,
M3,B,2,48,b ,0.45978,9/3/2025,2.4632,10/8/2025,63.61725116,5.31,,0,-5.31,10/21-10/22 11 am- 1 pm (26 hours) ,3.37845,,,0.91525,-2.4632,35,-0.070377143,-703.7714286,,,,,,
M3,B,2,48,c,0.437,9/3/2025,2.44997,10/8/2025,63.61725116,5.31,,0,-5.31,10/21-10/22 11 am- 1 pm (26 hours) ,3.47115,,,1.02118,-2.44997,35,-0.069999143,-699.9914286,,,,,,
M3,B,,,E1 ,0.42207,9/3/2025,2.46796,10/8/2025,63.61725116,5.31,,0,-5.31,10/21-10/22 11 am- 1 pm (26 hours) ,2.46592,,,-0.00204,-2.46796,35,-0.070513143,-705.1314286,,,,,,empty/control measure 
M3,B,,,E2 ,0.45391,9/3/2025,2.46575,10/8/2025,63.61725116,5.31,,0,-5.31,10/21-10/22 11 am- 1 pm (26 hours) ,2.46282,,,-0.00293,-2.46575,35,-0.07045,-704.5,,,,,,empty/control measure 
M3,B,,,E3,0.453,9/3/2025,2.46548,10/8/2025,63.61725116,5.31,,0,-5.31,10/21-10/22 11 am- 1 pm (26 hours) ,2.46403,,,-0.00145,-2.46548,35,-0.070442286,-704.4228571,,,,,,empty/control measure 
M3,B,,,E4 ,0.43371,9/3/2025,2.45473,10/8/2025,63.61725116,5.31,,0,-5.31,10/21-10/22 11 am- 1 pm (26 hours) ,2.45233,,,-0.0024,-2.45473,35,-0.070135143,-701.3514286,,,,,,empty/control measure 
M3,G,1,0.5,a,0.45414,9/6/2025,2.46708,10/7/2025,63.61725116,5.31,,0,-5.31,10/22-10/23 1-4:45 pm (28-29 hours) ,3.3554,,,0.88832,-2.46708,31,-0.079583226,-795.8322581,,,,,,
M3,G,1,0.5,b ,0.43461,9/6/2025,2.49538,10/7/2025,63.61725116,5.31,,0,-5.31,10/22-10/23 1-4:45 pm (28-29 hours) ,3.3584,,,0.86302,-2.49538,31,-0.080496129,-804.9612903,,,,,,
M3,G,1,0.5,c,0.45561,9/6/2025,2.43412,10/7/2025,63.61725116,5.31,,0,-5.31,10/22-10/23 1-4:45 pm (28-29 hours) ,3.33053,,,0.89641,-2.43412,31,-0.07852,-785.2,,,,,,
M3,G,1,2,a,0.43545,9/6/2025,2.43455,10/7/2025,63.61725116,5.31,,0,-5.31,10/22-10/23 1-4:45 pm (28-29 hours) ,3.4335,,,0.99895,-2.43455,31,-0.078533871,-785.3387097,,,,,,used G2 filters 
M3,G,1,2,b ,0.45131,9/6/2025,2.44313,10/7/2025,63.61725116,5.31,,0,-5.31,10/22-10/23 1-4:45 pm (28-29 hours) ,9.0913,,,6.64817,-2.44313,31,-0.078810645,-788.1064516,,,,,,used G2 filters 
M3,G,1,2,c,0.43337,9/6/2025,2.46236,10/7/2025,63.61725116,5.31,,0,-5.31,10/22-10/23 1-4:45 pm (28-29 hours) ,15.1226,,,12.66024,-2.46236,31,-0.079430968,-794.3096774,,,,,,used G2 filters 
M3,G,1,6,a,0.4385,9/6/2025,2.4586,10/7/2025,63.61725116,5.31,,0,-5.31,10/22-10/23 1-4:45 pm (28-29 hours) ,4.04815,,,1.58955,-2.4586,31,-0.079309677,-793.0967742,,,,,,used G2 filters 
M3,G,1,6,b ,0.45848,9/6/2025,2.4733,10/7/2025,63.61725116,5.31,,0,-5.31,10/22-10/23 1-4:45 pm (28-29 hours) ,4.29144,,,1.81814,-2.4733,31,-0.079783871,-797.8387097,,,,,,used G2 filters 
M3,G,1,6,c,0.4364,9/6/2025,2.47456,10/7/2025,63.61725116,5.31,,0,-5.31,10/22-10/23 1-4:45 pm (28-29 hours) ,4.13145,,,1.65689,-2.47456,31,-0.079824516,-798.2451613,,,,,,used G2 filters 
M3,G,1,12,a,0.4577,9/6/2025,2.47555,10/7/2025,63.61725116,5.31,,0,-5.31,10/22-10/23 1-4:45 pm (28-29 hours) ,3.77633,,,1.30078,-2.47555,31,-0.079856452,-798.5645161,,,,,,
M3,G,1,12,b ,0.43722,9/6/2025,2.45236,10/7/2025,63.61725116,5.31,,0,-5.31,10/22-10/23 1-4:45 pm (28-29 hours) ,3.66577,,,1.21341,-2.45236,31,-0.079108387,-791.083871,,,,,,
M3,G,1,12,c,0.45766,9/6/2025,2.45765,10/7/2025,63.61725116,5.31,,0,-5.31,10/22-10/23 1-4:45 pm (28-29 hours) ,3.59931,,,1.14166,-2.45765,31,-0.079279032,-792.7903226,,,,,,
M3,G,1,24,a ,0.43669,9/6/2025,2.45072,10/7/2025,63.61725116,5.31,,0,-5.31,10/22-10/23 1-4:45 pm (28-29 hours) ,3.23777,,,0.78705,-2.45072,31,-0.079055484,-790.5548387,,,,,,
M3,G,1,24,b ,0.45969,9/6/2025,2.4688,10/7/2025,63.61725116,5.31,,0,-5.31,10/22-10/23 1-4:45 pm (28-29 hours) ,3.27307,,,0.80427,-2.4688,31,-0.07963871,-796.3870968,,,,,,
M3,G,1,24,c,0.4384,9/6/2025,2.47084,10/7/2025,63.61725116,5.31,,0,-5.31,10/22-10/23 1-4:45 pm (28-29 hours) ,3.34367,,,0.87283,-2.47084,31,-0.079704516,-797.0451613,,,,,,double check this-the writing is odd 
M3,G,1,48,a,0.4595,9/6/2025,2.49493,10/7/2025,63.61725116,5.31,,0,-5.31,10/22-10/23 1-4:45 pm (28-29 hours) ,3.44666,,,0.95173,-2.49493,31,-0.080481613,-804.816129,,,,,,
M3,G,1,48,b ,0.43685,9/6/2025,2.47624,10/7/2025,63.61725116,5.31,,0,-5.31,10/22-10/23 1-4:45 pm (28-29 hours) ,3.37078,,,0.89454,-2.47624,31,-0.07987871,-798.7870968,,,,,,
M3,G,1,48,c,0.45734,9/6/2025,2.46395,10/7/2025,63.61725116,5.31,,0,-5.31,10/22-10/23 1-4:45 pm (28-29 hours) ,3.31546,,,0.85151,-2.46395,31,-0.079482258,-794.8225806,,,,,,
M3,G,2,0.5,a,0.43841,9/6/2025,2.4251,10/7/2025,63.61725116,5.31,,0,-5.31,10/23-10/24 5 - 6 pm (25 hours) ,123.42,,,120.9949,-2.4251,31,-0.078229032,-782.2903226,,,,,,
M3,G,2,0.5,b ,0.45817,9/6/2025,2.43913,10/7/2025,63.61725116,5.31,,0,-5.31,10/23-10/24 5 - 6 pm (25 hours) ,246.34,,,243.90087,-2.43913,31,-0.078681613,-786.816129,,,,,,
M3,G,2,0.5,c,0.46037,9/6/2025,2.40814,10/7/2025,63.61725116,5.31,,0,-5.31,10/23-10/24 5 - 6 pm (25 hours) ,195.79,,,193.38186,-2.40814,31,-0.077681935,-776.8193548,,,,,,
M3,G,2,2,a,0.4395,9/6/2025,2.45052,10/7/2025,63.61725116,5.31,,0,-5.31,10/23-10/24 5 - 6 pm (25 hours) ,12.28334,,,9.83282,-2.45052,31,-0.079049032,-790.4903226,,,,,,used G1 filters 
M3,G,2,2,b ,0.4352,9/6/2025,2.41349,10/7/2025,63.61725116,5.31,,0,-5.31,10/23-10/24 5 - 6 pm (25 hours) ,38.1526,,,35.73911,-2.41349,31,-0.077854516,-778.5451613,,,,,,used G1 filters 
M3,G,2,2,c,0.45428,9/6/2025,2.48638,10/7/2025,63.61725116,5.31,,0,-5.31,10/23-10/24 5 - 6 pm (25 hours) ,6.18734,,,3.70096,-2.48638,31,-0.080205806,-802.0580645,,,,,,used G1 filters 
M3,G,2,6,a,0.43721,9/6/2025,2.4179,10/7/2025,63.61725116,5.31,,0,-5.31,10/23-10/24 5 - 6 pm (25 hours) ,4.12685,,,1.70895,-2.4179,31,-0.077996774,-779.9677419,,,,,,used G1 filters 
M3,G,2,6,b ,0.45525,9/6/2025,2.4029,10/7/2025,63.61725116,5.31,,0,-5.31,10/23-10/24 5 - 6 pm (25 hours) ,4.25871,,,1.85581,-2.4029,31,-0.077512903,-775.1290323,,,,,,used G1 filters 
M3,G,2,6,c,0.43357,9/6/2025,2.42125,10/7/2025,63.61725116,5.31,,0,-5.31,10/23-10/24 5 - 6 pm (25 hours) ,4.48905,,,2.0678,-2.42125,31,-0.078104839,-781.0483871,,,,,,used G1 filters 
M3,G,2,12,a,0.4532,9/6/2025,2.40815,10/7/2025,63.61725116,5.31,,0,-5.31,10/23-10/24 5 - 6 pm (25 hours) ,3.47723,,,1.06908,-2.40815,31,-0.077682258,-776.8225806,,,,,,
M3,G,2,12,b ,0.43784,9/6/2025,2.42035,10/7/2025,63.61725116,5.31,,0,-5.31,10/23-10/24 5 pm-6 pm (25 hours) ,3.41052,,,0.99017,-2.42035,31,-0.078075806,-780.7580645,,,,,,
M3,G,2,12,c,0.43517,9/6/2025,2.41303,10/7/2025,63.61725116,5.31,,0,-5.31,10/23-10/24 5 pm-6 pm (25 hours) ,3.42262,,,1.00959,-2.41303,31,-0.077839677,-778.3967742,,,,,,
M3,G,2,24,a ,0.43681,9/6/2025,2.47034,10/7/2025,63.61725116,5.31,,0,-5.31,10/23-10/24 5 pm-6 pm (25 hours) ,3.09083,,,0.62049,-2.47034,31,-0.079688387,-796.883871,,,,,,uses B2 bag 
M3,G,2,24,b ,0.43917,9/6/2025,2.44223,10/7/2025,63.61725116,5.31,,0,-5.31,10/23-10/24 5 pm-6 pm (25 hours) ,3.11028,,,0.66805,-2.44223,31,-0.078781613,-787.816129,,,,,,uses B2 bag 
M3,G,2,24,c,0.45537,9/6/2025,244808,10/7/2025,63.61725116,5.31,,0,-5.31,10/23-10/24 5 pm-6 pm (25 hours) ,3.11984,,,-244804.8802,-244808,31,-7897.032258,-78970322.58,,,,,,uses B2 bag 
M3,G,2,48,a,0.43724,9/6/2025,2.4821,10/7/2025,63.61725116,5.31,,0,-5.31,10/23-10/24 5 pm-6 pm (25 hours) ,3.25959,,,0.77749,-2.4821,31,-0.080067742,-800.6774194,,,,,,
M3,G,2,48,b ,0.45623,9/6/2025,2.4476,10/7/2025,63.61725116,5.31,,0,-5.31,10/23-10/24 5 pm-6 pm (25 hours) ,3.13354,,,0.68594,-2.4476,31,-0.078954839,-789.5483871,,,,,,
M3,G,2,48,c,0.43474,9/6/2025,2.4429,10/7/2025,63.61725116,5.31,,0,-5.31,10/23-10/24 5 pm-6 pm (25 hours) ,3.15036,,,0.70746,-2.4429,31,-0.078803226,-788.0322581,,,,,,
M3,G,,,E-1 ,0.45141,N/A,2.45032,N/A,63.61725116,5.31,,0,-5.31,10/23-10/24 5 pm-6 pm (25 hours) ,2.44767,,,-0.00265,-2.45032,#VALUE!,#VALUE!,#VALUE!,,,,,,M2 filter weights; empty no filter
M3,G,,,E-2 ,0.45341,N/A,2.45209,N/A,63.61725116,5.31,,0,-5.31,10/23-10/24 5 pm-6 pm (25 hours) ,2.44916,,,-0.00293,-2.45209,#VALUE!,#VALUE!,#VALUE!,,,,,,M2 filter weights; empty no filter
M3,G,,,E-3 ,0.453,N/A,2.43924,N/A,63.61725116,5.31,,0,-5.31,10/23-10/24 5 pm-6 pm (25 hours) ,2.43669,,,-0.00255,-2.43924,#VALUE!,#VALUE!,#VALUE!,,,,,,M2 filter weights; empty no filter
M3,G,,,E-4 ,0.45192,N/A,2.43281,N/A,63.61725116,5.31,,0,-5.31,10/23-10/24 5 pm-6 pm (25 hours) ,2.43168,,,-0.00113,-2.43281,#VALUE!,#VALUE!,#VALUE!,,,,,,M2 filter weights; empty no filter
M3,C,1,0.5,a,0.45329,9/5/2025,2.43535,10/3/2025,63.61725116,5.31,,0,-5.31,10/24-10/25 6 pm-5 pm (23 hours),3.23755,,,0.8022,-2.43535,28,-0.086976786,-869.7678571,,,,,,M2 filter weights
M3,C,1,0.5,b ,0.4461,9/5/2025,2.45145,10/3/2025,63.61725116,5.31,,0,-5.31,10/24-10/25 6 pm-5 pm (23 hours),3.25716,,,0.80571,-2.45145,28,-0.087551786,-875.5178571,,,,,,M2 filter weights
M3,C,1,0.5,c,0.45132,9/5/2025,2.45738,10/3/2025,63.61725116,5.31,,0,-5.31,10/24-10/25 6 pm-5 pm (23 hours),3.17119,,,0.71381,-2.45738,28,-0.087763571,-877.6357143,,,,,,M2 filter weights
M3,C,1,2,a,0.44765,9/5/2025,2.46214,10/3/2025,63.61725116,5.31,,0,-5.31,10/24-10/25 6 pm-5 pm (23 hours),3.22934,,,0.7672,-2.46214,28,-0.087933571,-879.3357143,,,,,,M2 filter weights
