Data Check 1,Data Check 2 ,Study Phase ,Site ,Tran,Dist ,Rep or Extra,St Filter Wt (g) ,Date Placed,St Ziploc Wt (g) ,Date Removed ,Filter Area (cm2) ,Rubber Band Surface Area (cm2),Prop Filter Recovered (%)  ,Date(s) of Procedure,"Post-Dry Mass  (Filter/Zip/Sed Total, g) ","(1) Confirmatory Post-Dry Weight (Optional, g) ","(2) Confirmatory Post-Dry Weight (Optional, g) ",Notes 
3/8/2025,,M3,B,1,12,c,0.4449,9/3/2025,2.47461,10/8/2025,63.61725116,5.31,1,10/20-10/21 9:30 am-10:45 am (25 hours),3.20539,,,1 folded
3/8/2025,,M3,B,1,18,a ,0.4556,9/3/2025,2.45375,10/8/2025,63.61725116,5.31,1,10/20-10/21 9:30 am-10:45 am (25 hours),3.26182,,,1 folded
3/8/2025,,M3,B,1,18,b ,0.44289,9/3/2025,2.46881,10/8/2025,63.61725116,5.31,1,10/20-10/21 9:30 am-10:45 am (25 hours),3.23375,,,1 folded
3/8/2025,,M3,B,1,18,c ,0.43749,9/3/2025,2.4543,10/8/2025,63.61725116,5.31,1,10/20-10/21 9:30 am-10:45 am (25 hours),3.1563,,,1 folded
3/8/2025,,M3,B,1,24,a ,0.43793,9/3/2025,2.44757,10/8/2025,63.61725116,5.31,1,10/20-10/21 9:30 am-10:45 am (25 hours),3.14257,,,1 folded
3/8/2025,,M3,B,1,24,b ,0.46001,9/3/2025,2.44791,10/8/2025,63.61725116,5.31,1,10/20-10/21 9:30 am-10:45 am (25 hours),3.22843,,,1 folded
3/8/2025,,M3,B,1,24,c,0.4554,9/3/2025,2.46213,10/8/2025,63.61725116,5.31,1,10/20-10/21 9:30 am-10:45 am (25 hours),3.23156,,,1 folded
3/8/2025,,M3,B,1,48,a ,0.43775,9/3/2025,2.44042,10/8/2025,63.61725116,5.31,1,10/20-10/21 9:30 am-10:45 am (25 hours),3.29795,,,
3/8/2025,,M3,B,1,48,b ,0.4386,9/3/2025,2.44423,10/8/2025,63.61725116,5.31,1,10/20-10/21 9:30 am-10:45 am (25 hours),3.28598,,,small drop taking out of oven didn't see fall out
3/8/2025,,M3,B,1,48,c,0.45861,9/3/2025,2.44284,10/8/2025,63.61725116,5.31,1,10/20-10/21 9:30 am-10:45 am (25 hours),3.39851,,,
3/8/2025,,M3,B,2,0.5,a ,0.43972,9/3/2025,2.4447,10/8/2025,63.61725116,5.31,0.75,10/21-10/22 11 am- 1 pm (26 hours) ,4.17363,,,partial filter; small spec
3/8/2025,,M3,B,2,0.5,b ,0.45818,9/3/2025,2.43734,10/8/2025,63.61725116,5.31,1,10/21-10/22 11 am- 1 pm (26 hours) ,4.85619,,,1
3/8/2025,,M3,B,2,0.5,c,0.43648,9/3/2025,2.46441,10/8/2025,63.61725116,5.31,1,10/21-10/22 11 am- 1 pm (26 hours) ,4.0228,,,1
3/8/2025,,M3,B,2,2,a ,0.46031,9/3/2025,2.45227,10/8/2025,63.61725116,5.31,1,10/21-10/22 11 am- 1 pm (26 hours) ,3.38223,,,1 folded
3/8/2025,,M3,B,2,2,b ,0.43647,9/3/2025,2.46769,10/8/2025,63.61725116,5.31,1,10/21-10/22 11 am- 1 pm (26 hours) ,3.3195,,,1 folded
3/8/2025,,M3,B,2,2,c,0.45335,9/3/2025,2.44291,10/8/2025,63.61725116,5.31,1,10/21-10/22 11 am- 1 pm (26 hours) ,3.34168,,,1
3/8/2025,,M3,B,2,6,a ,0.43657,9/3/2025,2.44161,10/8/2025,63.61725116,5.31,1,10/21-10/22 11 am- 1 pm (26 hours) ,3.68368,,,1
3/8/2025,,M3,B,2,6,b ,0.45419,9/3/2025,2.4378,10/8/2025,63.61725116,5.31,1,10/21-10/22 11 am- 1 pm (26 hours) ,3.79761,,,1
3/8/2025,,M3,B,2,6,c,0.43388,9/3/2025,2.45268,10/8/2025,63.61725116,5.31,1,10/21-10/22 11 am- 1 pm (26 hours) ,3.53622,,,
3/8/2025,,M3,B,2,12,a ,0.45576,9/3/2025,2.42306,10/8/2025,63.61725116,5.31,1,10/21-10/22 11 am- 1 pm (26 hours) ,3.43921,,,
3/8/2025,,M3,B,2,12,b ,0.43392,9/3/2025,2.45518,10/8/2025,63.61725116,5.31,1,10/21-10/22 11 am- 1 pm (26 hours) ,3.58565,,,
3/8/2025,,M3,B,2,12,c,0.43724,9/3/2025,2.43553,10/8/2025,63.61725116,5.31,1,10/21-10/22 11 am- 1 pm (26 hours) ,3.39468,,,
3/8/2025,,M3,B,2,24,a ,0.43669,9/3/2025,2.47034,10/8/2025,63.61725116,5.31,1,10/21-10/22 11 am- 1 pm (26 hours) ,3.2623,,,(reworked) used G2 bags-G2 24a 2.47034
3/8/2025,,M3,B,2,24,b ,0.45969,9/3/2025,2.44223,10/8/2025,63.61725116,5.31,1,10/21-10/22 11 am- 1 pm (26 hours) ,3.20715,,,(reworked)used G2 bags-G2-24b 2.44223
3/8/2025,,M3,B,2,24,c,0.4384,9/3/2025,2.44808,10/8/2025,63.61725116,5.31,1,10/21-10/22 11 am- 1 pm (26 hours) ,3.25795,,,(reworked)used G2 bags-G2-24c 2.44808
3/8/2025,,M3,B,2,48,a ,0.43672,9/3/2025,2.4465,10/8/2025,63.61725116,5.31,1,10/21-10/22 11 am- 1 pm (26 hours) ,3.3179,,,
3/8/2025,,M3,B,2,48,b ,0.45978,9/3/2025,2.4632,10/8/2025,63.61725116,5.31,1,10/21-10/22 11 am- 1 pm (26 hours) ,3.37845,,,
3/8/2025,,M3,B,2,48,c,0.437,9/3/2025,2.44997,10/8/2025,63.61725116,5.31,1,10/21-10/22 11 am- 1 pm (26 hours) ,3.47115,,,
3/8/2025,,M3,B,,,E1 ,0.42207,9/3/2025,2.46796,10/8/2025,63.61725116,5.31,1,10/21-10/22 11 am- 1 pm (26 hours) ,2.46592,,,M2 filters ; empty/control measure 
3/8/2025,,M3,B,,,E2 ,0.45391,9/3/2025,2.46575,10/8/2025,63.61725116,5.31,1,10/21-10/22 11 am- 1 pm (26 hours) ,2.46282,,,M2 filters ;empty/control measure 
3/8/2025,,M3,B,,,E3,0.453,9/3/2025,2.46548,10/8/2025,63.61725116,5.31,1,10/21-10/22 11 am- 1 pm (26 hours) ,2.46403,,,M2 filters ;empty/control measure 
3/8/2025,,M3,B,,,E4 ,0.43371,9/3/2025,2.45473,10/8/2025,63.61725116,5.31,1,10/21-10/22 11 am- 1 pm (26 hours) ,2.45233,,,M2 filters ;empty/control measure 
3/8/2025,,M3,G,1,0.5,a,0.45414,9/6/2025,2.46708,10/7/2025,63.61725116,5.31,1,10/22-10/23 1-4:45 pm (28-29 hours) ,3.35554,,,
3/8/2025,,M3,G,1,0.5,b ,0.43461,9/6/2025,2.49538,10/7/2025,63.61725116,2.655,1,10/22-10/23 1-4:45 pm (28-29 hours) ,3.3584,,,missing a rubber band in the surface area 
3/8/2025,,M3,G,1,0.5,c,0.45561,9/6/2025,2.43412,10/7/2025,63.61725116,5.31,1,10/22-10/23 1-4:45 pm (28-29 hours) ,3.33053,,,
3/8/2025,,M3,G,1,2,a,0.4395,9/6/2025,2.43455,10/7/2025,63.61725116,5.31,1,10/22-10/23 1-4:45 pm (28-29 hours) ,3.4335,,,(reworked) used G2 filters G2-2a 0.4395
3/8/2025,,M3,G,1,2,b ,0.4352,9/6/2025,2.44313,10/7/2025,63.61725116,5.31,1,10/22-10/23 1-4:45 pm (28-29 hours) ,9.0913,,,(reworked) used G2 filters G2 2b 0.4352
3/8/2025,,M3,G,1,2,c,0.45428,9/6/2025,2.46236,10/7/2025,63.61725116,5.31,1,10/22-10/23 1-4:45 pm (28-29 hours) ,15.1226,,,(reworked) used G2 filters- G2 2c 0.45428
3/8/2025,,M3,G,1,6,a,0.43721,9/6/2025,2.4586,10/7/2025,63.61725116,5.31,1,10/22-10/23 1-4:45 pm (28-29 hours) ,4.04815,,,(reworked) used G2 filters G2 6a 0.43721
3/8/2025,,M3,G,1,6,b ,0.45525,9/6/2025,2.4733,10/7/2025,63.61725116,5.31,1,10/22-10/23 1-4:45 pm (28-29 hours) ,4.29144,,,(reworked) used G2 filters G2 6b 0.45525
3/8/2025,,M3,G,1,6,c,0.43357,9/6/2025,2.47456,10/7/2025,63.61725116,5.31,1,10/22-10/23 1-4:45 pm (28-29 hours) ,4.13145,,,(reworked) used G2 filters G2 6c 0.43357
3/8/2025,,M3,G,1,12,a,0.4577,9/6/2025,2.47555,10/7/2025,63.61725116,5.31,1,10/22-10/23 1-4:45 pm (28-29 hours) ,3.77633,,,
3/8/2025,,M3,G,1,12,b ,0.43722,9/6/2025,2.45236,10/7/2025,63.61725116,5.31,1,10/22-10/23 1-4:45 pm (28-29 hours) ,3.66577,,,
3/8/2025,,M3,G,1,12,c,0.45766,9/6/2025,2.45765,10/7/2025,63.61725116,5.31,1,10/22-10/23 1-4:45 pm (28-29 hours) ,3.59931,,,
3/8/2025,,M3,G,1,24,a ,0.43669,9/6/2025,2.45072,10/7/2025,63.61725116,5.31,1,10/22-10/23 1-4:45 pm (28-29 hours) ,3.23777,,,
3/8/2025,,M3,G,1,24,b ,0.45969,9/6/2025,2.4688,10/7/2025,63.61725116,5.31,1,10/22-10/23 1-4:45 pm (28-29 hours) ,3.27307,,,
3/8/2025,,M3,G,1,24,c,0.4384,9/6/2025,2.47084,10/7/2025,63.61725116,5.31,1,10/22-10/23 1-4:45 pm (28-29 hours) ,3.34367,,,
3/8/2025,,M3,G,1,48,a,0.4595,9/6/2025,2.49493,10/7/2025,63.61725116,5.31,1,10/22-10/23 1-4:45 pm (28-29 hours) ,3.44666,,,
3/8/2025,,M3,G,1,48,b ,0.43685,9/6/2025,2.47624,10/7/2025,63.61725116,5.31,1,10/22-10/23 1-4:45 pm (28-29 hours) ,3.37078,,,
3/8/2025,,M3,G,1,48,c,0.45734,9/6/2025,2.46395,10/7/2025,63.61725116,5.31,1,10/22-10/23 1-4:45 pm (28-29 hours) ,3.31546,,,
3/8/2025,,M3,G,2,0.5,a,0.43841,9/6/2025,2.4251,10/7/2025,63.61725116,5.31,1,10/23-10/24 5 - 6 pm (25 hours) ,123.42,,,
3/8/2025,,M3,G,2,0.5,b ,0.45817,9/6/2025,2.43913,10/7/2025,63.61725116,5.31,1,10/23-10/24 5 - 6 pm (25 hours) ,246.34,,,
3/8/2025,,M3,G,2,0.5,c,0.46037,9/6/2025,2.40814,10/7/2025,63.61725116,5.31,1,10/23-10/24 5 - 6 pm (25 hours) ,195.79,,,
3/8/2025,,M3,G,2,2,a,0.43545,9/6/2025,2.45052,10/7/2025,63.61725116,5.31,1,10/23-10/24 5 - 6 pm (25 hours) ,12.28334,,,(reworked) used G1 filters G1-2a 0.43545
3/8/2025,,M3,G,2,2,b ,0.45131,9/6/2025,2.41349,10/7/2025,63.61725116,5.31,1,10/23-10/24 5 - 6 pm (25 hours) ,38.1526,,,(reworked) used G1 filters G1 2b 0.45131
3/8/2025,,M3,G,2,2,c,0.43337,9/6/2025,2.48638,10/7/2025,63.61725116,5.31,1,10/23-10/24 5 - 6 pm (25 hours) ,6.18734,,,(reworked) used G1 filters- G1 2c 0.43337; missing a rubber band
3/8/2025,,M3,G,2,6,a,0.4385,9/6/2025,2.4179,10/7/2025,63.61725116,5.31,1,10/23-10/24 5 - 6 pm (25 hours) ,4.12685,,,(reworked) used 1 filters G1 6a 0.4385
3/8/2025,,M3,G,2,6,b ,0.45848,9/6/2025,2.4029,10/7/2025,63.61725116,5.31,1,10/23-10/24 5 - 6 pm (25 hours) ,4.25871,,,(reworked) used G1 filters G1 6b 0.45848
3/8/2025,,M3,G,2,6,c,0.4364,9/6/2025,2.42125,10/7/2025,63.61725116,5.31,1,10/23-10/24 5 - 6 pm (25 hours) ,4.48905,,,(reworked) used G1 filters G21 6c 0.4364
3/8/2025,,M3,G,2,12,a,0.4532,9/6/2025,2.40815,10/7/2025,63.61725116,5.31,1,10/23-10/24 5 - 6 pm (25 hours) ,3.47723,,,
3/8/2025,,M3,G,2,12,b ,0.43784,9/6/2025,2.42035,10/7/2025,63.61725116,5.31,1,10/23-10/24 5 pm-6 pm (25 hours) ,3.41052,,,
3/8/2025,,M3,G,2,12,c,0.43517,9/6/2025,2.41303,10/7/2025,63.61725116,5.31,1,10/23-10/24 5 pm-6 pm (25 hours) ,3.42262,,,
3/8/2025,,M3,G,2,24,a ,0.43681,9/6/2025,2.46671,10/7/2025,63.61725116,5.31,1,10/23-10/24 5 pm-6 pm (25 hours) ,3.09083,,,(reworked) uses B2 bag B2 24a 2.46671
3/8/2025,,M3,G,2,24,b ,0.43917,9/6/2025,2.4723,10/7/2025,63.61725116,5.31,1,10/23-10/24 5 pm-6 pm (25 hours) ,3.11028,,,(reworked) uses B2 bag B2 24b 2.4723
3/8/2025,,M3,G,2,24,c,0.45537,9/6/2025,2.4694,10/7/2025,63.61725116,5.31,1,10/23-10/24 5 pm-6 pm (25 hours) ,3.11984,,,(reworked) uses B2 bag B2 24c 2.4694
3/8/2025,,M3,G,2,48,a,0.43724,9/6/2025,2.4821,10/7/2025,63.61725116,5.31,1,10/23-10/24 5 pm-6 pm (25 hours) ,3.25959,,,
3/8/2025,,M3,G,2,48,b ,0.45623,9/6/2025,2.4476,10/7/2025,63.61725116,5.31,1,10/23-10/24 5 pm-6 pm (25 hours) ,3.13354,,,
3/8/2025,,M3,G,2,48,c,0.43474,9/6/2025,2.4429,10/7/2025,63.61725116,5.31,1,10/23-10/24 5 pm-6 pm (25 hours) ,3.15036,,,
3/8/2025,,M3,G,,,E-1 ,0.45141,NA,2.45032,NA,63.61725116,5.31,NA,10/23-10/24 5 pm-6 pm (25 hours) ,2.44767,,,M2 filter weights; empty no filter
3/8/2025,,M3,G,,,E-2 ,0.45341,NA,2.45209,NA,63.61725116,5.31,NA,10/23-10/24 5 pm-6 pm (25 hours) ,2.44916,,,M2 filter weights; empty no filter
3/8/2025,,M3,G,,,E-3 ,0.453,NA,2.43924,NA,63.61725116,5.31,NA,10/23-10/24 5 pm-6 pm (25 hours) ,2.43669,,,M2 filter weights; empty no filter
3/8/2025,,M3,G,,,E-4 ,0.45192,NA,2.43281,NA,63.61725116,5.31,NA,10/23-10/24 5 pm-6 pm (25 hours) ,2.43168,,,M2 filter weights; empty no filter
3/8/2025,,M3,C,1,0.5,a,0.45329,9/5/2025,2.43535,10/3/2025,63.61725116,5.31,1,10/24-10/25 6 pm-5 pm (23 hours),3.23755,,,M2 filter weights
3/8/2025,,M3,C,1,0.5,b ,0.4461,9/5/2025,2.45145,10/3/2025,63.61725116,5.31,1,10/24-10/25 6 pm-5 pm (23 hours),3.25716,,,M2 filter weights
3/8/2025,,M3,C,1,0.5,c,0.45132,9/5/2025,2.45738,10/3/2025,63.61725116,5.31,0.5,10/24-10/25 6 pm-5 pm (23 hours),3.17119,,,"M2 filter weights, (field obvs) 50% of filter folded over"
3/8/2025,,M3,C,1,2,a,0.44765,9/5/2025,2.46214,10/3/2025,63.61725116,5.31,0.5,10/24-10/25 6 pm-5 pm (23 hours),3.22934,,,"M2 filter weights, (field obvs) 50% of filter folded over"
3/8/2025,,M3,C,1,2,b ,0.45089,9/5/2025,2.45111,10/3/2025,63.61725116,5.31,1,10/24-10/25 6 pm-5 pm (23 hours),3.35891,,,M2 filter weights
3/8/2025,,M3,C,1,2,c,0.44595,9/5/2025,2.4582,10/3/2025,63.61725116,5.31,1,10/24-10/25 6 pm-5 pm (23 hours),4.00076,,,M2 filter weights
3/8/2025,,M3,C,1,6,a,0.45089,9/5/2025,2.47532,10/3/2025,63.61725116,5.31,1,10/24-10/25 6 pm-5 pm (23 hours),3.95041,,,M2 filter weights
3/8/2025,,M3,C,1,6,b ,0.44676,9/5/2025,2.44068,10/3/2025,63.61725116,5.31,1,10/24-10/25 6 pm-5 pm (23 hours),3.95626,,,M2 filter weights
3/8/2025,,M3,C,1,6,c,0.44782,9/5/2025,2.46288,10/3/2025,63.61725116,5.31,0.5,10/24-10/25 6 pm-5 pm (23 hours),3.99011,,,"M2 filter weights, (field obvs) 50% of filter folded over"
3/8/2025,,M3,C,1,12,a,0.45139,9/5/2025,2.48194,10/3/2025,63.61725116,5.31,1,10/24-10/25 6 pm-5 pm (23 hours),4.5145,,,M2 filter weights
3/8/2025,,M3,C,1,12,b ,0.44773,9/5/2025,2.43674,10/3/2025,63.61725116,5.31,1,10/24-10/25 6 pm-5 pm (23 hours),4.25134,,,M2 filter weights
3/8/2025,,M3,C,1,12,c,0.44997,9/5/2025,2.436,10/3/2025,63.61725116,5.31,1,10/24-10/25 6 pm-5 pm (23 hours),4.27873,,,M2 filter weights
3/8/2025,,M3,C,1,24,a ,0.4471,9/5/2025,2.42498,10/3/2025,63.61725116,2.655,1,10/24-10/25 6 pm-5 pm (23 hours),3.31624,,,M2 filter weights; 1 rubber band off 
3/8/2025,,M3,C,1,24,b ,0.44737,9/5/2025,2.42822,10/3/2025,63.61725116,5.31,1,10/24-10/25 6 pm-5 pm (23 hours),3.80526,,,M2 filter weights
3/8/2025,,M3,C,1,24,c,0.45354,9/5/2025,2.44957,10/3/2025,63.61725116,5.31,0.75,10/24-10/25 6 pm-5 pm (23 hours),3.59678,,,M2 filter weights; 75% of filter rough-written on bag
3/8/2025,,M3,C,1,48,a,0.44858,9/5/2025,2.44791,10/3/2025,63.61725116,5.31,1,10/24-10/25 6 pm-5 pm (23 hours),3.30432,,,M2 filter weights
3/8/2025,,M3,C,1,48,b ,0.45364,9/5/2025,2.43856,10/3/2025,63.61725116,5.31,1,10/24-10/25 6 pm-5 pm (23 hours),3.58464,,,M2 filter weights
3/8/2025,,M3,C,1,48,c,0.44947,9/5/2025,2.44447,10/3/2025,63.61725116,5.31,1,10/24-10/25 6 pm-5 pm (23 hours),3.46878,,,M2 filter weights
3/8/2025,,M3,C,2,0.5,a,0.4552,9/5/2025,2.43419,10/3/2025,63.61725116,5.31,0.25,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.08088,,,25% filter left-folded over 
3/8/2025,,M3,C,2,0.5,b ,0.43428,9/5/2025,2.44633,10/3/2025,63.61725116,5.31,0.5,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.08201,,,50% filter left-folded over
3/8/2025,,M3,C,2,0.5,c,0.45639,9/5/2025,2.44324,10/3/2025,63.61725116,5.31,0.25,10/25-10/26 5 pm-4:30 pm (23.5 hours),2.852,,,25% filter left-folded over 
3/8/2025,,M3,C,2,2,a,0.43584,9/5/2025,2.45659,10/3/2025,63.61725116,5.31,1,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.23341,,,
3/8/2025,,M3,C,2,2,b ,0.43778,9/5/2025,2.45614,10/3/2025,63.61725116,5.31,1,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.16234,,,
3/8/2025,,M3,C,2,2,c,0.45674,9/5/2025,2.43843,10/3/2025,63.61725116,5.31,1,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.27619,,,
3/8/2025,,M3,C,2,6,a,0.43655,9/5/2025,2.45043,10/3/2025,63.61725116,5.31,1,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.6116,,,
3/8/2025,,M3,C,2,6,b ,0.45652,9/5/2025,2.43939,10/3/2025,63.61725116,5.31,1,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.55896,,,
3/8/2025,,M3,C,2,6,c,0.45788,9/5/2025,2.4761,10/3/2025,63.61725116,5.31,1,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.39056,,,
3/8/2025,,M3,C,2,12,a,0.43673,9/5/2025,2.44831,10/3/2025,63.61725116,5.31,1,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.34616,,,
3/8/2025,,M3,C,2,12,b ,0.43734,9/5/2025,2.45768,10/3/2025,63.61725116,5.31,1,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.45673,,,
3/8/2025,,M3,C,2,12,c,0.4372,9/5/2025,2.43909,10/3/2025,63.61725116,5.31,1,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.34782,,,
3/8/2025,,M3,C,2,24,a ,0.43393,9/5/2025,2.40463,10/3/2025,63.61725116,5.31,0.5,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.13296,,,50% filter
3/8/2025,,M3,C,2,24,b ,0.45372,9/5/2025,2.41115,10/3/2025,63.61725116,5.31,1,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.85924,,,
3/8/2025,,M3,C,2,24,c,0.43352,9/5/2025,2.40666,10/3/2025,63.61725116,5.31,1,10/25-10/26 5 pm-4:30 pm (23.5 hours),4.14054,,,
3/8/2025,,M3,C,2,48,a,0.45328,9/5/2025,2.41329,10/3/2025,63.61725116,5.31,1,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.23303,,,
3/8/2025,,M3,C,2,48,b ,0.43289,9/5/2025,2.42191,10/3/2025,63.61725116,5.31,1,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.11089,,,
3/8/2025,,M3,C,2,48,c,0.43335,9/5/2025,2.42219,10/3/2025,63.61725116,5.31,1,10/25-10/26 5 pm-4:30 pm (23.5 hours),3.27285,,,
3/8/2025,,M3,C,,,E-1 ,0.45794,NA,2.43723,NA,63.61725116,5.31,NA,NA,NA,,,M2 filters
3/8/2025,,M3,C,,,E-2 ,0.4582,NA,2.41471,NA,63.61725116,5.31,NA,NA,NA,,,M2 filters
3/8/2025,,M3,C,,,E-3 ,0.43545,NA,2.44877,NA,63.61725116,5.31,NA,NA,NA,,,M2 filters
3/8/2025,,M3,C,,,E-4 ,0.45669,NA,2.432,NA,63.61725116,5.31,NA,NA,NA,,,M2 filters
3/8/2025,,M3,S,1,0.5,a,0.45638,9/8/2025,2.48332,10/6/2025,63.61725116,5.31,1,10/26-10/27 4:30 pm (24 hours? No end time),8.35604,,,
3/8/2025,,M3,S,1,0.5,b ,0.4357,9/8/2025,2.4905,10/6/2025,63.61725116,5.31,1,10/26-10/27 4:30 pm (24 hours? No end time),7.37795,,,
3/8/2025,,M3,S,1,0.5,c,0.45856,9/8/2025,2.48245,10/6/2025,63.61725116,5.31,1,10/26-10/27 4:30 pm (24 hours? No end time),7.58765,,,
3/8/2025,,M3,S,1,2,a,0.43729,9/8/2025,2.465,10/6/2025,63.61725116,5.31,0.75,10/26-10/27 4:30 pm (24 hours? No end time),6.82264,,,75%-folded over 
3/8/2025,,M3,S,1,2,b ,0.45965,9/8/2025,2.43138,10/6/2025,63.61725116,5.31,1,10/26-10/27 4:30 pm (24 hours? No end time),9.03163,,,
3/8/2025,,M3,S,1,2,c,0.43591,9/8/2025,2.45736,10/6/2025,63.61725116,5.31,1,10/26-10/27 4:30 pm (24 hours? No end time),3.73975,,,
3/8/2025,,M3,S,1,6,a,0.46035,9/8/2025,2.44391,10/6/2025,63.61725116,5.31,0.75,10/26-10/27 4:30 pm (24 hours? No end time),3.7246,,,75%-folded over
3/8/2025,,M3,S,1,6,b ,0.43825,9/8/2025,2.45021,10/6/2025,63.61725116,5.31,1,10/26-10/27 4:30 pm (24 hours? No end time),3.56503,,,
3/8/2025,,M3,S,1,6,c,0.43598,9/8/2025,2.46581,10/6/2025,63.61725116,5.31,1,10/26-10/27 4:30 pm (24 hours? No end time),3.09643,,,
3/8/2025,,M3,S,1,12,a,0.46009,9/8/2025,2.46051,10/6/2025,63.61725116,5.31,1,10/26-10/27 4:30 pm (24 hours? No end time),3.18609,,,
3/8/2025,,M3,S,1,12,b ,0.45949,9/8/2025,2.46822,10/6/2025,63.61725116,5.31,1,10/26-10/27 4:30 pm (24 hours? No end time),4.29858,,,
3/8/2025,,M3,S,1,12,c,0.43479,9/8/2025,2.48525,10/6/2025,63.61725116,5.31,1,10/26-10/27 4:30 pm (24 hours? No end time),4.30551,,,
3/8/2025,,M3,S,1,24,a ,0.43619,9/8/2025,2.46601,10/6/2025,63.61725116,5.31,1,10/26-10/27 4:30 pm (24 hours? No end time),3.53663,,,
3/8/2025,,M3,S,1,24,b ,0.45975,9/8/2025,2.48892,10/6/2025,63.61725116,5.31,1,10/26-10/27 4:30 pm (24 hours? No end time),3.80406,,,
3/8/2025,,M3,S,1,24,c,0.43651,9/8/2025,2.44468,10/6/2025,63.61725116,5.31,1,10/26-10/27 4:30 pm (24 hours? No end time),3.63378,,,
3/8/2025,,M3,S,1,48,a,0.43688,9/8/2025,2.40638,10/6/2025,63.61725116,5.31,1,10/26-10/27 4:30 pm (24 hours? No end time),2.9544,,,
3/8/2025,,M3,S,1,48,b ,0.45907,9/8/2025,2.42079,10/6/2025,63.61725116,5.31,1,10/26-10/27 4:30 pm (24 hours? No end time),3.25874,,,
3/8/2025,,M3,S,1,48,c,0.43625,9/8/2025,2.44086,10/6/2025,63.61725116,5.31,1,10/26-10/27 4:30 pm (24 hours? No end time),3.13995,,,
3/8/2025,,M3,S,2,0.5,a,0.45653,9/8/2025,2.4347,10/6/2025,63.61725116,5.31,1,10/30-10/31 (no timing included) ,5.11585,,,
3/8/2025,,M3,S,2,0.5,b ,0.43721,9/8/2025,2.4411,10/6/2025,63.61725116,5.31,1,10/30-10/31 (no timing included) ,7.21103,,,
3/8/2025,,M3,S,2,0.5,c,0.45819,9/8/2025,2.44157,10/6/2025,63.61725116,5.31,1,10/30-10/31 (no timing included) ,14.87652,,,
3/8/2025,,M3,S,2,2,a,0.43649,9/8/2025,2.44707,10/6/2025,63.61725116,5.31,1,10/30-10/31 (no timing included) ,5.90937,,,
3/8/2025,,M3,S,2,2,b ,0.43575,9/8/2025,2.46076,10/6/2025,63.61725116,5.31,1,10/30-10/31 (no timing included) ,9.96592,,,
3/8/2025,,M3,S,2,2,c,0.45724,9/8/2025,2.46384,10/6/2025,63.61725116,5.31,1,10/30-10/31 (no timing included) ,7.75333,,,
3/8/2025,,M3,S,2,6,a,0.43631,9/8/2025,2.43481,10/6/2025,63.61725116,5.31,0.75,10/30-10/31 (no timing included) ,3.02147,,,75%-folded over
3/8/2025,,M3,S,2,6,b ,0.45621,9/8/2025,2.46061,10/6/2025,63.61725116,5.31,1,10/30-10/31 (no timing included) ,4.33048,,,
3/8/2025,,M3,S,2,6,c,0.4367,9/8/2025,2.47684,10/6/2025,63.61725116,5.31,1,10/30-10/31 (no timing included) ,4.30208,,,
3/8/2025,,M3,S,2,12,a,0.45791,9/8/2025,2.45,10/6/2025,63.61725116,5.31,1,10/30-10/31 (no timing included) ,4.65109,,,
3/8/2025,,M3,S,2,12,b ,0.43702,9/8/2025,2.45402,10/6/2025,63.61725116,5.31,1,10/30-10/31 (no timing included) ,4.6985,,,
3/8/2025,,M3,S,2,12,c,0.43669,9/8/2025,2.46184,10/6/2025,63.61725116,5.31,1,10/30-10/31 (no timing included) ,4.85051,,,
3/8/2025,,M3,S,2,24,a ,0.4595,9/8/2025,2.43657,10/6/2025,63.61725116,5.31,1,10/30-10/31 (no timing included) ,3.44832,,,
3/8/2025,,M3,S,2,24,b ,0.43645,9/8/2025,2.4408,10/6/2025,63.61725116,5.31,1,10/30-10/31 (no timing included) ,3.24076,,,
3/8/2025,,M3,S,2,24,c,0.45905,9/8/2025,2.44191,10/6/2025,63.61725116,5.31,1,10/30-10/31 (no timing included) ,3.46851,,,
3/8/2025,,M3,S,2,48,a,0.45722,9/8/2025,2.44243,10/6/2025,63.61725116,5.31,1,10/30-10/31 (no timing included) ,3.38432,,,
3/8/2025,,M3,S,2,48,b ,0.43616,9/8/2025,2.46268,10/6/2025,63.61725116,5.31,1,10/30-10/31 (no timing included) ,3.36281,,,
3/8/2025,,M3,S,2,48,c,0.4368,9/8/2025,2.45103,10/6/2025,63.61725116,5.31,1,10/30-10/31 (no timing included) ,3.28045,,,
3/8/2025,,M3,S,,,E-1 ,0.45114,NA,2.45884,NA,63.61725116,5.31,NA,,,,,M2 Filters 
