Study.Phase,Site,Tran,Dist,Replicate,Date.placed.in.field,Date.removed.from.field,Year,Flux,Filter_Num,RB_Num,Flood_Obsv,BigBio_Obsv,SmallBio_Obsv,Drop_Obsv,OpenBag_Obsv,Position_Obsv,DryTime_Obsv,NegValue_Num,Master_Flag,marsh_edge_type,marsh_orientation,Phen_Period,Marsh_Area,Point_ID,Elevation_m,z_star
M4,Buck'sLanding,T2,24,b,2025-10-08,2025-11-15,2025,1.080644484,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B2-24b,1.8294132588265175,0.946921444
M4,Buck'sLanding,T2,24,c,2025-10-08,2025-11-15,2025,1.312578429,0,0,0,0,0,0,0,0,1,0,Review,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B2-24c,1.8446532893065783,0.964614296
M4,Buck'sLanding,T2,48,a,2025-10-08,2025-11-15,2025,1.45533183,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Upland,B2-48a,1.8416052832105665,0.961075725
M4,Buck'sLanding,T2,48,b,2025-10-08,2025-11-15,2025,1.777364639,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Upland,B2-48b,1.8525781051562105,0.973814579
M4,Buck'sLanding,T2,48,c,2025-10-08,2025-11-15,2025,1.86989995,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Upland,B2-48c,1.849530099060198,0.970276008
M4,CorteMadera,T1,0.5,a,2025-10-03,2025-11-06,2025,0.540132811,1,0,0,0,0,0,1,0,0,0,Review,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C1-0.5a,1.6593345186690371,0.772363636
M4,CorteMadera,T1,0.5,b,2025-10-03,2025-11-06,2025,0.474020518,1,0,0,0,0,0,0,0,0,0,Review,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C1-0.5b,1.6684785369570738,0.783272727
M4,CorteMadera,T1,0.5,c,2025-10-03,2025-11-06,2025,0.414057131,1,0,0,0,0,1,0,0,0,0,Review,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C1-0.5c,1.6614681229362456,0.774909091
M4,CorteMadera,T1,2,a,2025-10-03,2025-11-06,2025,1.103566738,0,0,0,0,0,1,0,0,0,0,Review,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C1-2a,1.6462280924561847,0.756727273
M4,CorteMadera,T1,2,b,2025-10-03,2025-11-06,2025,0.597414721,0,0,0,0,0,1,0,0,0,0,Review,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C1-2b,1.6480568961137922,0.758909091
M4,CorteMadera,T1,2,c,2025-10-03,2025-11-06,2025,0.727512618,0,0,0,0,0,1,0,0,0,0,Review,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C1-2c,1.6462280924561847,0.756727273
M4,CorteMadera,T1,6,a,2025-10-03,2025-11-06,2025,8.047622897,1,0,0,0,0,0,0,0,1,0,Review,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C1-6a,1.664516129032258,0.778545455
M4,CorteMadera,T1,6,c,2025-10-03,2025-11-06,2025,5.180614764,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C1-6c,1.6529337058674116,0.764727273
M4,CorteMadera,T1,12,a,2025-10-03,2025-11-06,2025,1.540508893,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Platform,C1-12a,1.6413512827025651,0.750909091
M4,CorteMadera,T1,12,b,2025-10-03,2025-11-06,2025,1.309531959,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Platform,C1-12b,1.6447040894081788,0.754909091
M4,CorteMadera,T1,12,c,2025-10-03,2025-11-06,2025,0.905276091,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Platform,C1-12c,1.659029718059436,0.772
M4,CorteMadera,T1,24,a,2025-10-03,2025-11-06,2025,3.92281683,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Platform,C1-24a,1.7199898399796798,0.844727273
M4,CorteMadera,T1,24,b,2025-10-03,2025-11-06,2025,5.60179168,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Platform,C1-24b,1.7184658369316737,0.842909091
M4,CorteMadera,T1,24,c,2025-10-03,2025-11-06,2025,4.026654739,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Platform,C1-24c,1.7141986283972566,0.837818182
M4,CorteMadera,T1,48,a,2025-10-03,2025-11-06,2025,6.177246024,0,0,0,0,0,0,0,0,1,0,Review,Scarped,East.facing,"Tran
(Months 4-6)",Upland,C1-48a,1.732486665,0.859636364
M4,CorteMadera,T1,48,b,2025-10-03,2025-11-06,2025,8.077673939,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Upland,C1-48b,1.7108458216916431,0.833818182
M4,CorteMadera,T1,48,c,2025-10-03,2025-11-06,2025,9.794698031,0,0,0,0,0,0,0,0,1,0,Review,Scarped,East.facing,"Tran
(Months 4-6)",Upland,C1-48c,1.7065786131572265,0.828727273
M4,CorteMadera,T2,0.5,a,2025-10-03,2025-11-06,2025,0.123440435,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C2-0.5a,1.621234442468885,0.726909091
M4,CorteMadera,T2,0.5,b,2025-10-03,2025-11-06,2025,0.085899749,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C2-0.5b,1.6392176784353567,0.748363636
M4,CorteMadera,T2,0.5,c,2025-10-03,2025-11-06,2025,0.009431404,0,0,0,0,0,1,0,0,0,0,Review,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C2-0.5c,1.6495808991617982,0.760727273
M4,CorteMadera,T2,2,a,2025-10-03,2025-11-06,2025,0.28155515,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C2-2a,1.656286512573025,0.768727273
M4,CorteMadera,T2,2,b,2025-10-03,2025-11-06,2025,0.221314368,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C2-2b,1.6544577089154178,0.766545455
M4,CorteMadera,T2,2,c,2025-10-03,2025-11-06,2025,0.354278673,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C2-2c,1.6556769113538228,0.768
M4,CorteMadera,T2,6,a,2025-10-03,2025-11-06,2025,1.627703148,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C2-6a,1.6623825247650494,0.776
M4,CorteMadera,T2,6,b,2025-10-03,2025-11-06,2025,2.068020267,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C2-6b,1.6727457454914911,0.788363636
M4,CorteMadera,T2,6,c,2025-10-03,2025-11-06,2025,0.774577173,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C2-6c,1.6675641351282702,0.782181818
M4,CorteMadera,T2,12,c,2025-10-03,2025-11-06,2025,1.148781999,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Platform,C2-12c,1.6657353314706629,0.78
M4,CorteMadera,T2,24,a,2025-10-03,2025-11-06,2025,3.995401655,1,0,0,0,0,0,0,0,0,0,Review,Scarped,East.facing,"Tran
(Months 4-6)",Platform,C2-24a,1.6794513589027176,0.796363636
M4,CorteMadera,T2,24,b,2025-10-03,2025-11-06,2025,1.927612551,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Platform,C2-24b,1.6843281686563372,0.802181818
M4,CorteMadera,T2,24,c,2025-10-03,2025-11-06,2025,2.836540999,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Platform,C2-24c,1.6751841503683007,0.791272727
M4,SanPablo,T1,0.5,c,2025-10-06,2025-11-03,2025,0.566670193,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge,S1-0.5c,1.723037846075692,0.79089317
M4,SanPablo,T1,2,a,2025-10-06,2025-11-03,2025,3.528243342,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge,S1-2a,1.6913385826771654,0.754465849
M4,SanPablo,T1,2,b,2025-10-06,2025-11-03,2025,1.962798689,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge,S1-2b,1.7202946405892812,0.787740806
M4,SanPablo,T1,6,a,2025-10-06,2025-11-03,2025,2.321921853,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge,S1-6a,1.8266700533401063,0.909982487
M4,SanPablo,T1,6,b,2025-10-06,2025-11-03,2025,2.115666029,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge,S1-6b,1.8254508509017016,0.908581436
M4,SanPablo,T1,6,c,2025-10-06,2025-11-03,2025,NA,1,0,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Tran
(Months 4-6)",Edge,S1-6c,1.83002286004572,0.913835377
M4,SanPablo,T1,12,a,2025-10-06,2025-11-03,2025,1.200932115,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Platform,S1-12a,1.877266954533909,0.968126095
M4,SanPablo,T1,12,b,2025-10-06,2025-11-03,2025,1.048738446,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Platform,S1-12b,1.889763779527559,0.982486865
M4,SanPablo,T1,24,a,2025-10-06,2025-11-03,2025,1.342010201,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Platform,S1-24a,1.9751079502159004,1.08056042
M4,SanPablo,T1,24,b,2025-10-06,2025-11-03,2025,2.257417786,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Platform,S1-24b,1.984861569723139,1.091768827
M4,SanPablo,T1,24,c,2025-10-06,2025-11-03,2025,0.9988306,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Platform,S1-24c,1.9751079502159004,1.08056042
M4,SanPablo,T1,48,a,2025-10-06,2025-11-03,2025,0.753726373,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Upland,S1-48a,2.013208026416053,1.124343257
M4,SanPablo,T1,48,b,2025-10-06,2025-11-03,2025,1.262123963,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Upland,S1-48b,2.0159512319024637,1.127495622
M4,SanPablo,T1,48,c,2025-10-06,2025-11-03,2025,1.220749292,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Upland,S1-48c,2.0144272288544576,1.125744308
M4,SanPablo,T2,0.5,a,2025-10-06,2025-11-03,2025,1.549276533,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge,S2-0.5a,1.727305054610109,0.795796848
M4,SanPablo,T2,0.5,b,2025-10-06,2025-11-03,2025,0.152755062,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge,S2-0.5b,1.7297434594869188,0.798598949
M4,SanPablo,T2,2,a,2025-10-06,2025-11-03,2025,17.61982763,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge,S2-2a,1.7401066802133602,0.810507881
M4,SanPablo,T2,2,b,2025-10-06,2025-11-03,2025,1.995134931,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge,S2-2b,1.751993903987808,0.824168126
M4,SanPablo,T2,2,c,2025-10-06,2025-11-03,2025,1.146813821,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge,S2-2c,1.750469900939802,0.822416813
M4,SanPablo,T2,6,a,2025-10-06,2025-11-03,2025,3.077220127,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge,S2-6a,1.8239268478536956,0.906830123
M4,SanPablo,T2,6,b,2025-10-06,2025-11-03,2025,2.298399482,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge,S2-6b,1.8135636271272544,0.894921191
M4,SanPablo,T2,6,c,2025-10-06,2025-11-03,2025,4.883277863,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Edge,S2-6c,1.8083820167640337,0.888966725
M4,SanPablo,T2,12,a,2025-10-06,2025-11-03,2025,1.02078107,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Platform,S2-12a,1.899517399034798,0.993695271
M4,SanPablo,T2,12,b,2025-10-06,2025-11-03,2025,1.120484484,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Platform,S2-12b,1.8912877825755652,0.984238179
M4,SanPablo,T2,12,c,2025-10-06,2025-11-03,2025,1.325729801,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Platform,S2-12c,1.8836677673355344,0.975481611
M4,SanPablo,T2,24,a,2025-10-06,2025-11-03,2025,1.508519394,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Platform,S2-24a,2.0001016002032004,1.109281961
M4,SanPablo,T2,24,b,2025-10-06,2025-11-03,2025,1.6804741,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Platform,S2-24b,1.9979679959359915,1.106830123
M4,SanPablo,T2,24,c,2025-10-06,2025-11-03,2025,1.621976939,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Platform,S2-24c,1.9915671831343664,1.099474606
M4,SanPablo,T2,48,a,2025-10-06,2025-11-03,2025,0.664970125,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Upland,S2-48a,2.0138176276352553,1.125043783
M4,SanPablo,T2,48,b,2025-10-06,2025-11-03,2025,2.422691914,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Upland,S2-48b,2.022961645923292,1.135551664
M4,SanPablo,T2,48,c,2025-10-06,2025-11-03,2025,1.427734927,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Tran
(Months 4-6)",Upland,S2-48c,2.0205232410464817,1.132749562
M5,Buck'sLanding,T1,0.5,a,2025-11-15,2025-12-12,2025,2.385854131,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B1-0.5a,1.6544577089154178,0.743807502
M5,Buck'sLanding,T1,0.5,b,2025-11-15,2025-12-12,2025,2.644286246,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B1-0.5b,1.6599441198882396,0.750176929
M5,Buck'sLanding,T1,0.5,c,2025-11-15,2025-12-12,2025,3.661422419,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B1-0.5c,1.6611633223266449,0.751592357
M5,Buck'sLanding,T1,2,a,2025-11-15,2025-12-12,2025,0.953270431,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B1-2a,1.7718059436118871,0.880042463
M5,Buck'sLanding,T1,2,b,2025-11-15,2025-12-12,2025,0.927130305,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B1-2b,1.7794259588519177,0.888888889
M5,Buck'sLanding,T1,2,c,2025-11-15,2025-12-12,2025,0.515292328,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B1-2c,1.7669291338582676,0.87438075
M5,Buck'sLanding,T1,6,a,2025-11-15,2025-12-12,2025,9.853604924,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B1-6a,1.8138684277368553,0.928874735
M5,Buck'sLanding,T1,6,b,2025-11-15,2025-12-12,2025,5.171669656,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B1-6b,1.806248412496825,0.920028309
M5,Buck'sLanding,T1,6,c,2025-11-15,2025-12-12,2025,8.664432954,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B1-6c,1.8053340106680211,0.918966737
M5,Buck'sLanding,T1,12,a,2025-11-15,2025-12-12,2025,2.067049387,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B1-12a,1.8483108966217932,0.96886058
M5,Buck'sLanding,T1,12,b,2025-11-15,2025-12-12,2025,1.93140018,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B1-12b,1.8461772923545847,0.966383581
M5,Buck'sLanding,T1,12,c,2025-11-15,2025-12-12,2025,2.382069926,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B1-12c,1.8428244856489713,0.962491154
M5,Buck'sLanding,T1,18,a,2025-11-15,2025-12-12,2025,10.51456005,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B1-18a,1.8736093472186943,0.998230715
M5,Buck'sLanding,T1,18,b,2025-11-15,2025-12-12,2025,7.99986828,0,1,0,0,0,0,0,0,0,0,Review,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B1-18b,1.8745237490474984,0.999292286
M5,Buck'sLanding,T1,18,c,2025-11-15,2025-12-12,2025,7.952245512,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B1-18c,1.8806197612395223,1.006369427
M5,Buck'sLanding,T1,24,a,2025-11-15,2025-12-12,2025,7.888205114,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B1-24a,1.8641605283210565,0.987261146
M5,Buck'sLanding,T1,24,b,2025-11-15,2025-12-12,2025,10.97087699,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B1-24b,1.869037338074676,0.992922859
M5,Buck'sLanding,T1,24,c,2025-11-15,2025-12-12,2025,9.606583644,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B1-24c,1.8714757429514857,0.995753715
M5,Buck'sLanding,T1,48,a,2025-11-15,2025-12-12,2025,11.29125364,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Upland,B1-48a,1.856845313690627,0.978768577
M5,Buck'sLanding,T1,48,b,2025-11-15,2025-12-12,2025,11.73848849,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Upland,B1-48b,1.850749301498603,0.971691437
M5,Buck'sLanding,T1,48,c,2025-11-15,2025-12-12,2025,11.02344834,0,0,0,0,0,1,0,0,0,0,Review,Ramped,East.facing,"Tran
(Months 4-6)",Upland,B1-48c,1.8516637033274064,0.972753008
M5,Buck'sLanding,T2,0.5,a,2025-11-15,2025-12-12,2025,4.608929214,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B2-0.5a,1.6325120650241298,0.718329795
M5,Buck'sLanding,T2,0.5,a,2025-11-15,2025-12-12,2025,4.608929214,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B2-0.5a,1.635255270510541,0.721514508
M5,Buck'sLanding,T2,0.5,b,2025-11-15,2025-12-12,2025,2.509859629,0,0,0,0,0,0,1,0,0,0,Review,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B2-0.5b,1.6431800863601729,0.730714791
M5,Buck'sLanding,T2,0.5,c,2025-11-15,2025-12-12,2025,5.557658599,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B2-0.5c,1.6407416814833629,0.727883935
M5,Buck'sLanding,T2,2,a,2025-11-15,2025-12-12,2025,2.055231022,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B2-2a,1.773329946659893,0.881811748
M5,Buck'sLanding,T2,2,c,2025-11-15,2025-12-12,2025,1.125713757,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B2-2c,1.7696723393446787,0.877565464
M5,Buck'sLanding,T2,6,a,2025-11-15,2025-12-12,2025,15.60565524,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B2-6a,1.843738887477775,0.963552725
M5,Buck'sLanding,T2,6,b,2025-11-15,2025-12-12,2025,11.99855072,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B2-6b,1.8394716789433576,0.958598726
M5,Buck'sLanding,T2,6,c,2025-11-15,2025-12-12,2025,7.94392026,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B2-6c,1.8376428752857503,0.956475584
M5,Buck'sLanding,T2,12,a,2025-11-15,2025-12-12,2025,12.11929598,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B2-12a,1.84008128016256,0.95930644
M5,Buck'sLanding,T2,12,b,2025-11-15,2025-12-12,2025,16.3141167,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B2-12b,1.835814071628143,0.954352442
M5,Buck'sLanding,T2,12,c,2025-11-15,2025-12-12,2025,10.92692199,1,0,0,0,0,0,0,0,0,0,Review,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B2-12c,1.822098044196088,0.938428875
M5,Buck'sLanding,T2,24,a,2025-11-15,2025-12-12,2025,13.28715996,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B2-24a,1.8266700533401063,0.94373673
M5,Buck'sLanding,T2,24,b,2025-11-15,2025-12-12,2025,15.10579083,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B2-24b,1.8294132588265175,0.946921444
M5,Buck'sLanding,T2,24,c,2025-11-15,2025-12-12,2025,14.13598633,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B2-24c,1.8446532893065783,0.964614296
M5,Buck'sLanding,T2,48,a,2025-11-15,2025-12-12,2025,12.31834518,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Upland,B2-48a,1.8416052832105665,0.961075725
M5,Buck'sLanding,T2,48,b,2025-11-15,2025-12-12,2025,12.27974629,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Upland,B2-48b,1.8525781051562105,0.973814579
M5,Buck'sLanding,T2,48,c,2025-11-15,2025-12-12,2025,11.38894435,0,0,0,0,0,0,0,0,0,0,OK,Ramped,East.facing,"Tran
(Months 4-6)",Upland,B2-48c,1.849530099060198,0.970276008
M5,CorteMadera,T1,12,c,2025-11-06,2025-12-03,2025,2.528897092,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Platform,C1-12c,1.659029718059436,0.772
M5,CorteMadera,T1,24,a,2025-11-06,2025-12-03,2025,2.573434278,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Platform,C1-24a,1.7199898399796798,0.844727273
M5,CorteMadera,T1,24,b,2025-11-06,2025-12-03,2025,3.020552692,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Platform,C1-24b,1.7184658369316737,0.842909091
M5,CorteMadera,T1,24,c,2025-11-06,2025-12-03,2025,2.8563764,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Platform,C1-24c,1.7141986283972566,0.837818182
M5,CorteMadera,T2,0.5,a,2025-11-06,2025-12-03,2025,0.313041108,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C2-0.5a,1.621234442468885,0.726909091
M5,CorteMadera,T2,0.5,b,2025-11-06,2025-12-03,2025,0.214709988,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C2-0.5b,1.6392176784353567,0.748363636
M5,CorteMadera,T2,0.5,c,2025-11-06,2025-12-03,2025,0.257500618,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C2-0.5c,1.6495808991617982,0.760727273
M5,CorteMadera,T2,2,a,2025-11-06,2025-12-03,2025,0.388434122,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C2-2a,1.656286512573025,0.768727273
M5,CorteMadera,T2,2,b,2025-11-06,2025-12-03,2025,0.607685157,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C2-2b,1.6544577089154178,0.766545455
M5,CorteMadera,T2,2,c,2025-11-06,2025-12-03,2025,0.520706653,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C2-2c,1.6556769113538228,0.768
M5,CorteMadera,T2,6,a,2025-11-06,2025-12-03,2025,1.612304344,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C2-6a,1.6623825247650494,0.776
M5,CorteMadera,T2,6,b,2025-11-06,2025-12-03,2025,1.452610879,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C2-6b,1.6727457454914911,0.788363636
M5,CorteMadera,T2,6,c,2025-11-06,2025-12-03,2025,1.26270199,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Edge,C2-6c,1.6675641351282702,0.782181818
M5,CorteMadera,T2,12,a,2025-11-06,2025-12-03,2025,1.226198963,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Platform,C2-12a,1.664820929641859,0.778909091
M5,CorteMadera,T2,12,b,2025-11-06,2025-12-03,2025,1.168038638,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Platform,C2-12b,1.6651257302514604,0.779272727
M5,CorteMadera,T2,12,c,2025-11-06,2025-12-03,2025,0.829206715,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Platform,C2-12c,1.6657353314706629,0.78
M5,CorteMadera,T2,24,a,2025-11-06,2025-12-03,2025,4.551059982,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Tran
(Months 4-6)",Platform,C2-24a,1.6794513589027176,0.796363636
