Study.Phase,Site,Tran,Dist,Replicate,Date.placed.in.field,Date.removed.from.field,Year,Flux,Filter_Num,RB_Num,Flood_Obsv,Bio_Obsv,Drop_Obsv,OpenBag_Obsv,Position_Obsv,DryTime_Obsv,NegValue_Num,Master_Flag,marsh_edge_type,marsh_orientation,Phen_Period,Marsh_Area,Point_ID,Elevation_m,z_star
M4,GiantMarsh,T1,12,c,2025-10-07,2025-11-04,2025,3.227841896,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-12c,1.9577343154686309,1.070407808
M4,GiantMarsh,T1,24,a,2025-10-07,2025-11-04,2025,1.843278098,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-24a,1.94005588011176,1.050191704
M4,GiantMarsh,T1,24,b,2025-10-07,2025-11-04,2025,1.141424447,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-24b,1.9467614935229869,1.057859881
M4,GiantMarsh,T1,24,c,2025-10-07,2025-11-04,2025,1.147824328,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-24c,1.952247904495809,1.064133845
M4,GiantMarsh,T1,48,a,2025-10-07,2025-11-04,2025,-0.411332723,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Tran
(Months 4-6)",Upland,G1-48a,1.8736093472186943,0.974207041
M4,GiantMarsh,T1,48,b,2025-10-07,2025-11-04,2025,-0.341383143,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Tran
(Months 4-6)",Upland,G1-48b,1.8595885191770385,0.95817358
M4,GiantMarsh,T1,48,c,2025-10-07,2025-11-04,2025,-0.085949283,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Tran
(Months 4-6)",Upland,G1-48c,1.886106172212344,0.988497734
M4,GiantMarsh,T2,0.5,a,2025-10-07,2025-11-04,2025,676.3348542,1,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-0.5a,2.0357632715265432,1.159637504
M4,GiantMarsh,T2,0.5,b,2025-10-07,2025-11-04,2025,16.97602203,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-0.5b,2.041249682499365,1.165911467
M4,GiantMarsh,T2,0.5,c,2025-10-07,2025-11-04,2025,8.246640052,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-0.5c,2.0519177038354077,1.17811084
M4,GiantMarsh,T2,2,a,2025-10-07,2025-11-04,2025,5.843372339,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-2a,2.0616713233426465,1.189264552
M4,GiantMarsh,T2,2,b,2025-10-07,2025-11-04,2025,2014.574739,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-2b,2.054051308102616,1.180550715
M4,GiantMarsh,T2,2,c,2025-10-07,2025-11-04,2025,1265.263947,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-2c,2.0564897129794257,1.183339143
M4,GiantMarsh,T2,6,a,2025-10-07,2025-11-04,2025,5.425920431,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-6a,1.9406654813309625,1.050888811
M4,GiantMarsh,T2,6,b,2025-10-07,2025-11-04,2025,5.61640111,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-6b,1.9434086868173737,1.054025793
M4,GiantMarsh,T2,6,c,2025-10-07,2025-11-04,2025,5.956874796,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-6c,1.9473710947421896,1.058556988
M4,GiantMarsh,T2,12,a,2025-10-07,2025-11-04,2025,2.381990915,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-12a,1.9333502667005331,1.042523527
M4,GiantMarsh,T2,12,b,2025-10-07,2025-11-04,2025,2.052790002,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-12b,1.9354838709677415,1.044963402
M4,GiantMarsh,T2,12,c,2025-10-07,2025-11-04,2025,2.353247588,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-12c,1.9318262636525272,1.04078076
M4,GiantMarsh,T2,24,a,2025-10-07,2025-11-04,2025,0.817500629,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-24a,1.9357886715773431,1.045311955
M4,GiantMarsh,T2,24,b,2025-10-07,2025-11-04,2025,0.835689766,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-24b,1.9406654813309625,1.050888811
M4,GiantMarsh,T2,24,c,2025-10-07,2025-11-04,2025,0.746035288,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-24c,1.9354838709677415,1.044963402
M4,GiantMarsh,T2,48,a,2025-10-07,2025-11-04,2025,2.786362363,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Upland,G2-48a,1.8733045466090932,0.973858487
M4,GiantMarsh,T2,48,b,2025-10-07,2025-11-04,2025,2.962976632,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Upland,G2-48b,1.897078994157988,1.001045661
M4,GiantMarsh,T2,48,c,2025-10-07,2025-11-04,2025,2.790011418,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Upland,G2-48c,1.8836677673355344,0.985709306
M5,GiantMarsh,T1,0.5,a,2025-11-04,2025-12-11,2025,0.256134842,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-0.5a,2.067462535,1.195887069
M5,GiantMarsh,T1,0.5,b,2025-11-04,2025-12-11,2025,0.6677604,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-0.5b,2.066243332486665,1.194492855
M5,GiantMarsh,T1,0.5,c,2025-11-04,2025-12-11,2025,1.801228238,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-0.5c,2.0574041148082296,1.184384803
M5,GiantMarsh,T1,2,a,2025-11-04,2025-12-11,2025,1.678535017,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-2a,2.0183896367792733,1.139769955
M5,GiantMarsh,T1,2,b,2025-11-04,2025-12-11,2025,20.26634546,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-2b,2.019304038608077,1.140815615
M5,GiantMarsh,T1,2,c,2025-11-04,2025-12-11,2025,108.467689,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-2c,2.0189992379984756,1.140467062
M5,GiantMarsh,T1,6,a,2025-11-04,2025-12-11,2025,9.953232586,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-6a,1.9723647447294896,1.087138376
M5,GiantMarsh,T1,6,b,2025-11-04,2025-12-11,2025,6.770558559,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-6b,1.9793751587503172,1.095155106
M5,GiantMarsh,T1,6,c,2025-11-04,2025-12-11,2025,8.206086229,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-6c,1.9763271526543051,1.091669571
M5,GiantMarsh,T1,12,a,2025-11-04,2025-12-11,2025,8.732757922,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-12a,1.9418846837693675,1.052283025
M5,GiantMarsh,T1,12,b,2025-11-04,2025-12-11,2025,9.292524497,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-12b,1.9495046990093976,1.060996863
M5,GiantMarsh,T1,12,c,2025-11-04,2025-12-11,2025,7.008382882,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-12c,1.9577343154686309,1.070407808
M5,GiantMarsh,T1,24,a,2025-11-04,2025-12-11,2025,NA,0,0,0,0,0,0,0,0,NA,#VALUE!,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-24a,1.94005588011176,1.050191704
M5,GiantMarsh,T1,24,b,2025-11-04,2025-12-11,2025,2.509815571,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-24b,1.9467614935229869,1.057859881
M5,GiantMarsh,T1,24,c,2025-11-04,2025-12-11,2025,2.506756738,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-24c,1.952247904495809,1.064133845
M5,GiantMarsh,T1,48,a,2025-11-04,2025-12-11,2025,2.174533406,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Upland,G1-48a,1.8736093472186943,0.974207041
M5,GiantMarsh,T1,48,b,2025-11-04,2025-12-11,2025,2.084722648,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Upland,G1-48b,1.8595885191770385,0.95817358
M5,GiantMarsh,T1,48,c,2025-11-04,2025-12-11,2025,2.708427346,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Upland,G1-48c,1.886106172212344,0.988497734
M5,GiantMarsh,T2,0.5,a,2025-11-04,2025-12-11,2025,1.637028343,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-0.5a,2.0357632715265432,1.159637504
M5,GiantMarsh,T2,0.5,b,2025-11-04,2025-12-11,2025,1.976261502,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-0.5b,2.041249682499365,1.165911467
M5,GiantMarsh,T2,0.5,c,2025-11-04,2025-12-11,2025,0.257324389,0,0,0,0,0,0,1,0,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-0.5c,2.0519177038354077,1.17811084
M5,GiantMarsh,T2,2,a,2025-11-04,2025-12-11,2025,1512.903079,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-2a,2.0616713233426465,1.189264552
M5,GiantMarsh,T2,2,b,2025-11-04,2025-12-11,2025,1198.988014,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-2b,2.054051308102616,1.180550715
M5,GiantMarsh,T2,2,c,2025-11-04,2025-12-11,2025,365.3041938,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-2c,2.0564897129794257,1.183339143
M5,GiantMarsh,T2,6,a,2025-11-04,2025-12-11,2025,26.23264316,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-6a,1.9406654813309625,1.050888811
M5,GiantMarsh,T2,6,b,2025-11-04,2025-12-11,2025,11.33132216,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-6b,1.9434086868173737,1.054025793
M5,GiantMarsh,T2,6,c,2025-11-04,2025-12-11,2025,8.576842369,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-6c,1.9473710947421896,1.058556988
M5,GiantMarsh,T2,12,a,2025-11-04,2025-12-11,2025,9.356080265,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-12a,1.9333502667005331,1.042523527
M5,GiantMarsh,T2,12,b,2025-11-04,2025-12-11,2025,6.386462505,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-12b,1.9354838709677415,1.044963402
M5,GiantMarsh,T2,12,c,2025-11-04,2025-12-11,2025,9.391724175,0,0,0,1,0,0,1,0,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-12c,1.9318262636525272,1.04078076
M5,GiantMarsh,T2,24,a,2025-11-04,2025-12-11,2025,2.174278503,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-24a,1.9357886715773431,1.045311955
M5,GiantMarsh,T2,24,b,2025-11-04,2025-12-11,2025,1.876806921,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-24b,1.9406654813309625,1.050888811
M5,GiantMarsh,T2,24,c,2025-11-04,2025-12-11,2025,1.786656294,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-24c,1.9354838709677415,1.044963402
M5,GiantMarsh,T2,48,a,2025-11-04,2025-12-11,2025,2.003068781,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Upland,G2-48a,1.8733045466090932,0.973858487
M5,GiantMarsh,T2,48,b,2025-11-04,2025-12-11,2025,1.604953072,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Upland,G2-48b,1.897078994157988,1.001045661
M5,GiantMarsh,T2,48,c,2025-11-04,2025-12-11,2025,1.994104699,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Upland,G2-48c,1.8836677673355344,0.985709306
M5,GiantMarsh,T1,18,a,2025-11-04,2025-12-11,2025,12.55566285,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-18a,1.958039116078232,1.070756361
M5,GiantMarsh,T1,18,b,2025-11-04,2025-12-11,2025,11.23352444,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-18b,1.94005588011176,1.050191704
M5,GiantMarsh,T1,18,c,2025-11-04,2025-12-11,2025,18.00794903,0,0,0,0,0,0,0,1,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-18c,1.9348742697485393,1.044266295
M5,GiantMarsh,T2,18,a,2025-11-04,2025-12-11,2025,9.310076602,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-18a,1.9610871221742443,1.074241896
M5,GiantMarsh,T2,18,b,2025-11-04,2025-12-11,2025,11.52511753,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-18b,1.9516383032766065,1.063436738
M5,GiantMarsh,T2,18,c,2025-11-04,2025-12-11,2025,11.3975607,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-18c,1.9586487172974345,1.071453468
M6,GiantMarsh,T1,0.5,a,2025-12-11,2026-01-23,2025,-0.632635188,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-0.5a,2.067462535,1.195887069
M6,GiantMarsh,T1,0.5,b,2025-12-11,2026-01-23,2025,-0.601964847,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-0.5b,2.066243332486665,1.194492855
M6,GiantMarsh,T1,0.5,c,2025-12-11,2026-01-23,2025,-0.508162588,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-0.5c,2.0574041148082296,1.184384803
M6,GiantMarsh,T1,2,a,2025-12-11,2026-01-23,2025,0.070004414,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-2a,2.0183896367792733,1.139769955
M6,GiantMarsh,T1,2,b,2025-12-11,2026-01-23,2025,1.92729645,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-2b,2.019304038608077,1.140815615
M6,GiantMarsh,T1,2,c,2025-12-11,2026-01-23,2025,0.339603657,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-2c,2.0189992379984756,1.140467062
M6,GiantMarsh,T1,6,a,2025-12-11,2026-01-23,2025,1.839562459,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-6a,1.9723647447294896,1.087138376
M6,GiantMarsh,T1,6,b,2025-12-11,2026-01-23,2025,2.677239295,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-6b,1.9793751587503172,1.095155106
M6,GiantMarsh,T1,6,c,2025-12-11,2026-01-23,2025,2.290953843,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-6c,1.9763271526543051,1.091669571
M6,GiantMarsh,T1,12,a,2025-12-11,2026-01-23,2025,0.712765566,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-12a,1.9418846837693675,1.052283025
M6,GiantMarsh,T1,12,b,2025-12-11,2026-01-23,2025,0.877595802,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-12b,1.9495046990093976,1.060996863
M6,GiantMarsh,T1,12,c,2025-12-11,2026-01-23,2025,0.841259307,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-12c,1.9577343154686309,1.070407808
M6,GiantMarsh,T1,18,a,2025-12-11,2026-01-23,2025,1.423703341,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-18a,1.958039116078232,1.070756361
M6,GiantMarsh,T1,18,b,2025-12-11,2026-01-23,2025,25.16145065,0,0,0,0,0,0,0,1,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-18b,1.94005588011176,1.050191704
M6,GiantMarsh,T1,18,c,2025-12-11,2026-01-23,2025,18.5433467,0,0,0,0,0,0,0,1,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-18c,1.9348742697485393,1.044266295
M6,GiantMarsh,T1,24,a,2025-12-11,2026-01-23,2025,4.841271298,0,0,0,0,0,0,0,1,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-24a,1.94005588011176,1.050191704
M6,GiantMarsh,T1,24,b,2025-12-11,2026-01-23,2025,8.556330596,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-24b,1.9467614935229869,1.057859881
M6,GiantMarsh,T1,24,c,2025-12-11,2026-01-23,2025,8.332718586,0,0,0,0,0,0,0,1,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-24c,1.952247904495809,1.064133845
M6,GiantMarsh,T1,48,a,2025-12-11,2026-01-23,2025,1.264283368,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Upland,G1-48a,1.8736093472186943,0.974207041
M6,GiantMarsh,T1,48,b,2025-12-11,2026-01-23,2025,0.903550441,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Upland,G1-48b,1.8595885191770385,0.95817358
M6,GiantMarsh,T1,48,c,2025-12-11,2026-01-23,2025,1.372488624,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Upland,G1-48c,1.886106172212344,0.988497734
M6,GiantMarsh,T2,0.5,a,2025-12-11,2026-01-23,2025,30.19793008,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-0.5a,2.0357632715265432,1.159637504
M6,GiantMarsh,T2,0.5,b,2025-12-11,2026-01-23,2025,0.613516489,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-0.5b,2.041249682499365,1.165911467
M6,GiantMarsh,T2,0.5,c,2025-12-11,2026-01-23,2025,0.175870096,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-0.5c,2.0519177038354077,1.17811084
M6,GiantMarsh,T2,2,a,2025-12-11,2026-01-23,2025,1119.30536,0,0,0,0,0,0,0,1,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-2a,2.0616713233426465,1.189264552
M6,GiantMarsh,T2,2,b,2025-12-11,2026-01-23,2025,972.2298523,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-2b,2.054051308102616,1.180550715
M6,GiantMarsh,T2,2,c,2025-12-11,2026-01-23,2025,823.2347611,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-2c,2.0564897129794257,1.183339143
M6,GiantMarsh,T2,6,a,2025-12-11,2026-01-23,2025,4.021653042,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-6a,1.9406654813309625,1.050888811
M6,GiantMarsh,T2,6,b,2025-12-11,2026-01-23,2025,4.665547425,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-6b,1.9434086868173737,1.054025793
M6,GiantMarsh,T2,6,c,2025-12-11,2026-01-23,2025,4.426581967,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-6c,1.9473710947421896,1.058556988
M6,GiantMarsh,T2,12,a,2025-12-11,2026-01-23,2025,5.430587827,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-12a,1.9333502667005331,1.042523527
M6,GiantMarsh,T2,12,b,2025-12-11,2026-01-23,2025,10.79351081,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-12b,1.9354838709677415,1.044963402
M6,GiantMarsh,T2,12,c,2025-12-11,2026-01-23,2025,7.307912458,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-12c,1.9318262636525272,1.04078076
M6,GiantMarsh,T2,18,a,2025-12-11,2026-01-23,2025,2.012800536,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-18a,1.9610871221742443,1.074241896
M6,GiantMarsh,T2,18,b,2025-12-11,2026-01-23,2025,3.364488892,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-18b,1.9516383032766065,1.063436738
M6,GiantMarsh,T2,18,c,2025-12-11,2026-01-23,2025,3.139524317,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-18c,1.9586487172974345,1.071453468
M6,GiantMarsh,T2,24,a,2025-12-11,2026-01-23,2025,1.667969395,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-24a,1.9357886715773431,1.045311955
M6,GiantMarsh,T2,24,b,2025-12-11,2026-01-23,2025,1.108994204,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-24b,1.9406654813309625,1.050888811
M6,GiantMarsh,T2,24,c,2025-12-11,2026-01-23,2025,1.435620541,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-24c,1.9354838709677415,1.044963402
M6,GiantMarsh,T2,48,a,2025-12-11,2026-01-23,2025,1.349275672,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Tran
(Months 4-6)",Upland,G2-48a,1.8733045466090932,0.973858487
M6,GiantMarsh,T2,48,b,2025-12-11,2026-01-23,2025,1.026816699,1,0,0,0,0,0,0,0,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Upland,G2-48b,1.897078994157988,1.001045661
M6,GiantMarsh,T2,48,c,2025-12-11,2026-01-23,2025,0.992783221,1,0,0,0,0,0,0,0,0,Review,Scarped,West.facing,"Tran
(Months 4-6)",Upland,G2-48c,1.8836677673355344,0.985709306
M7,GiantMarsh,T1,0.5,a,2026-01-23,2026-02-20,2026,0.17891598,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-0.5a,2.067462535,1.195887069
M7,GiantMarsh,T1,0.5,b,2026-01-23,2026-02-20,2026,0.161175958,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-0.5b,2.066243332486665,1.194492855
M7,GiantMarsh,T1,0.5,c,2026-01-23,2026-02-20,2026,0.228037876,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-0.5c,2.0574041148082296,1.184384803
M7,GiantMarsh,T1,2,a,2026-01-23,2026-02-20,2026,4.919824554,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-2a,2.0183896367792733,1.139769955
M7,GiantMarsh,T1,2,b,2026-01-23,2026-02-20,2026,11.16268422,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-2b,2.019304038608077,1.140815615
M7,GiantMarsh,T1,2,c,2026-01-23,2026-02-20,2026,6.171787301,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-2c,2.0189992379984756,1.140467062
M7,GiantMarsh,T1,6,a,2026-01-23,2026-02-20,2026,12.71768696,0,0,0,1,0,1,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-6a,1.9723647447294896,1.087138376
M7,GiantMarsh,T1,6,b,2026-01-23,2026-02-20,2026,14.02489079,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-6b,1.9793751587503172,1.095155106
M7,GiantMarsh,T1,6,c,2026-01-23,2026-02-20,2026,17.87767548,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-6c,1.9763271526543051,1.091669571
M7,GiantMarsh,T1,12,a,2026-01-23,2026-02-20,2026,8.038138656,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-12a,1.9418846837693675,1.052283025
M7,GiantMarsh,T1,12,b,2026-01-23,2026-02-20,2026,5.83837594,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-12b,1.9495046990093976,1.060996863
M7,GiantMarsh,T1,12,c,2026-01-23,2026-02-20,2026,6.735875086,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-12c,1.9577343154686309,1.070407808
M7,GiantMarsh,T1,24,a,2026-01-23,2026-02-20,2026,4.820794811,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-24a,1.94005588011176,1.050191704
M7,GiantMarsh,T1,24,b,2026-01-23,2026-02-20,2026,3.453297364,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-24b,1.9467614935229869,1.057859881
M7,GiantMarsh,T1,24,c,2026-01-23,2026-02-20,2026,4.112316721,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-24c,1.952247904495809,1.064133845
