Study.Phase,Site,Tran,Dist,Replicate,Date.placed.in.field,Date.removed.from.field,Year,Flux,Filter_Num,RB_Num,Flood_Obsv,BigBio_Obsv,SmallBio_Obsv,Drop_Obsv,OpenBag_Obsv,Position_Obsv,DryTime_Obsv,NegValue_Num,Master_Flag,marsh_edge_type,marsh_orientation,Phen_Period,Marsh_Area,Point_ID,Elevation_m,z_star,Month,Species,Cover,AvgHt,MaxHt
M7,CorteMadera,T1,6,c,2026-01-10,2026-02-07,2026,2.230920032,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C1-6c,1.6529337058674116,0.764727273,February,DISP,90,25,31
M7,CorteMadera,T1,6,c,2026-01-10,2026-02-07,2026,2.230920032,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C1-6c,1.6529337058674116,0.764727273,February,SAPA,15,31,30.5
M7,CorteMadera,T1,12,a,2026-01-10,2026-02-07,2026,4.203711518,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C1-12a,1.6413512827025651,0.750909091,February,SAPA,50,53,62
M7,CorteMadera,T1,12,a,2026-01-10,2026-02-07,2026,4.203711518,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C1-12a,1.6413512827025651,0.750909091,February,SPFO,15,71,98
M7,CorteMadera,T1,12,b,2026-01-10,2026-02-07,2026,6.303770819,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C1-12b,1.6447040894081788,0.754909091,February,SAPA,50,53,62
M7,CorteMadera,T1,12,b,2026-01-10,2026-02-07,2026,6.303770819,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C1-12b,1.6447040894081788,0.754909091,February,SPFO,15,71,98
M7,CorteMadera,T1,12,c,2026-01-10,2026-02-07,2026,5.357655031,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C1-12c,1.659029718059436,0.772,February,SAPA,50,53,62
M7,CorteMadera,T1,12,c,2026-01-10,2026-02-07,2026,5.357655031,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C1-12c,1.659029718059436,0.772,February,SPFO,15,71,98
M7,CorteMadera,T1,24,a,2026-01-10,2026-02-07,2026,6.405551387,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C1-24a,1.7199898399796798,0.844727273,February,SAPA,70,46,56
M7,CorteMadera,T1,24,a,2026-01-10,2026-02-07,2026,6.405551387,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C1-24a,1.7199898399796798,0.844727273,February,SPFO,30,68,74
M7,CorteMadera,T1,24,b,2026-01-10,2026-02-07,2026,5.224492588,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C1-24b,1.7184658369316737,0.842909091,February,SAPA,70,46,56
M7,CorteMadera,T1,24,b,2026-01-10,2026-02-07,2026,5.224492588,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C1-24b,1.7184658369316737,0.842909091,February,SPFO,30,68,74
M7,CorteMadera,T1,24,c,2026-01-10,2026-02-07,2026,6.034863525,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C1-24c,1.7141986283972566,0.837818182,February,SAPA,70,46,56
M7,CorteMadera,T1,24,c,2026-01-10,2026-02-07,2026,6.034863525,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C1-24c,1.7141986283972566,0.837818182,February,SPFO,30,68,74
M7,CorteMadera,T1,48,a,2026-01-10,2026-02-07,2026,1.855797164,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Upland,C1-48a,1.732486665,0.859636364,February,DISP,75,34,39
M7,CorteMadera,T1,48,a,2026-01-10,2026-02-07,2026,1.855797164,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Upland,C1-48a,1.732486665,0.859636364,February,SAPA,15,NA,NA
M7,CorteMadera,T1,48,b,2026-01-10,2026-02-07,2026,2.044481384,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Upland,C1-48b,1.7108458216916431,0.833818182,February,DISP,75,34,39
M7,CorteMadera,T1,48,b,2026-01-10,2026-02-07,2026,2.044481384,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Upland,C1-48b,1.7108458216916431,0.833818182,February,SAPA,15,NA,NA
M7,CorteMadera,T1,48,c,2026-01-10,2026-02-07,2026,1.762437492,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Upland,C1-48c,1.7065786131572265,0.828727273,February,DISP,75,34,39
M7,CorteMadera,T1,48,c,2026-01-10,2026-02-07,2026,1.762437492,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Upland,C1-48c,1.7065786131572265,0.828727273,February,SAPA,15,NA,NA
M7,CorteMadera,T2,0.5,a,2026-01-10,2026-02-07,2026,0.006006906,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C2-0.5a,1.621234442468885,0.726909091,February,SAPA,55,35,39
M7,CorteMadera,T2,0.5,a,2026-01-10,2026-02-07,2026,0.006006906,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C2-0.5a,1.621234442468885,0.726909091,February,JACA,50,NA,NA
M7,CorteMadera,T2,0.5,b,2026-01-10,2026-02-07,2026,-0.002245572,0,0,0,0,0,0,0,0,0,1,Review,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C2-0.5b,1.6392176784353567,0.748363636,February,SAPA,55,35,39
M7,CorteMadera,T2,0.5,b,2026-01-10,2026-02-07,2026,-0.002245572,0,0,0,0,0,0,0,0,0,1,Review,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C2-0.5b,1.6392176784353567,0.748363636,February,JACA,50,NA,NA
M7,CorteMadera,T2,0.5,c,2026-01-10,2026-02-07,2026,-0.073598635,0,0,0,0,0,0,0,0,0,1,Review,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C2-0.5c,1.6495808991617982,0.760727273,February,SAPA,55,35,39
M7,CorteMadera,T2,0.5,c,2026-01-10,2026-02-07,2026,-0.073598635,0,0,0,0,0,0,0,0,0,1,Review,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C2-0.5c,1.6495808991617982,0.760727273,February,JACA,50,NA,NA
M7,CorteMadera,T2,2,a,2026-01-10,2026-02-07,2026,0.155505888,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C2-2a,1.656286512573025,0.768727273,February,SAPA,30,32,31.5
M7,CorteMadera,T2,2,a,2026-01-10,2026-02-07,2026,0.155505888,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C2-2a,1.656286512573025,0.768727273,February,JACA,60,13,15
M7,CorteMadera,T2,2,b,2026-01-10,2026-02-07,2026,0.205301456,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C2-2b,1.6544577089154178,0.766545455,February,SAPA,30,32,31.5
M7,CorteMadera,T2,2,b,2026-01-10,2026-02-07,2026,0.205301456,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C2-2b,1.6544577089154178,0.766545455,February,JACA,60,13,15
M7,CorteMadera,T2,2,c,2026-01-10,2026-02-07,2026,0.31235912,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C2-2c,1.6556769113538228,0.768,February,SAPA,30,32,31.5
M7,CorteMadera,T2,2,c,2026-01-10,2026-02-07,2026,0.31235912,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C2-2c,1.6556769113538228,0.768,February,JACA,60,13,15
M7,CorteMadera,T2,6,a,2026-01-10,2026-02-07,2026,6.030260101,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C2-6a,1.6623825247650494,0.776,February,SAPA,45,48,57
M7,CorteMadera,T2,6,a,2026-01-10,2026-02-07,2026,6.030260101,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C2-6a,1.6623825247650494,0.776,February,SPFO,20,70,81
M7,CorteMadera,T2,6,b,2026-01-10,2026-02-07,2026,5.349065716,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C2-6b,1.6727457454914911,0.788363636,February,SAPA,45,48,57
M7,CorteMadera,T2,6,b,2026-01-10,2026-02-07,2026,5.349065716,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C2-6b,1.6727457454914911,0.788363636,February,SPFO,20,70,81
M7,CorteMadera,T2,6,c,2026-01-10,2026-02-07,2026,1.492800387,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C2-6c,1.6675641351282702,0.782181818,February,SAPA,45,48,57
M7,CorteMadera,T2,6,c,2026-01-10,2026-02-07,2026,1.492800387,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Edge,C2-6c,1.6675641351282702,0.782181818,February,SPFO,20,70,81
M7,CorteMadera,T2,12,a,2026-01-10,2026-02-07,2026,4.307681519,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C2-12a,1.664820929641859,0.778909091,February,SAPA,50,45,57
M7,CorteMadera,T2,12,b,2026-01-10,2026-02-07,2026,4.452745496,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C2-12b,1.6651257302514604,0.779272727,February,SAPA,50,45,57
M7,CorteMadera,T2,12,c,2026-01-10,2026-02-07,2026,3.541604498,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C2-12c,1.6657353314706629,0.78,February,SAPA,50,45,57
M7,CorteMadera,T2,24,a,2026-01-10,2026-02-07,2026,3.673644155,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C2-24a,1.6794513589027176,0.796363636,February,SPFO,15,60,65
M7,CorteMadera,T2,24,a,2026-01-10,2026-02-07,2026,3.673644155,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C2-24a,1.6794513589027176,0.796363636,February,SAPA,45,42,52
M7,CorteMadera,T2,24,b,2026-01-10,2026-02-07,2026,3.32748917,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C2-24b,1.6843281686563372,0.802181818,February,SPFO,15,60,65
M7,CorteMadera,T2,24,b,2026-01-10,2026-02-07,2026,3.32748917,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C2-24b,1.6843281686563372,0.802181818,February,SAPA,45,42,52
M7,CorteMadera,T2,24,c,2026-01-10,2026-02-07,2026,4.002283674,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C2-24c,1.6751841503683007,0.791272727,February,SPFO,15,60,65
M7,CorteMadera,T2,24,c,2026-01-10,2026-02-07,2026,4.002283674,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C2-24c,1.6751841503683007,0.791272727,February,SAPA,45,42,52
M7,CorteMadera,T2,48,a,2026-01-10,2026-02-07,2026,2.235691873,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Upland,C2-48a,1.6794513589027176,0.796363636,February,DISP,95,34,44
M7,CorteMadera,T2,48,a,2026-01-10,2026-02-07,2026,2.235691873,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Upland,C2-48a,1.6794513589027176,0.796363636,February,SPFO,5,58,57.5
M7,CorteMadera,T2,48,b,2026-01-10,2026-02-07,2026,2.001815509,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Upland,C2-48b,1.6821945643891287,0.799636364,February,DISP,95,34,44
M7,CorteMadera,T2,48,b,2026-01-10,2026-02-07,2026,2.001815509,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Upland,C2-48b,1.6821945643891287,0.799636364,February,SPFO,5,58,57.5
M7,CorteMadera,T2,48,c,2026-01-10,2026-02-07,2026,1.9309677,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Upland,C2-48c,1.673050546101092,0.788727273,February,DISP,95,34,44
M7,CorteMadera,T2,48,c,2026-01-10,2026-02-07,2026,1.9309677,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Upland,C2-48c,1.673050546101092,0.788727273,February,SPFO,5,58,57.5
M7,SanPablo,T1,0.5,a,2026-01-11,2026-02-06,2026,1.540523119,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S1-0.5a,1.706273812547625,0.771628722,February,SAPA,65,57,66
M7,SanPablo,T1,0.5,a,2026-01-11,2026-02-06,2026,1.540523119,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S1-0.5a,1.706273812547625,0.771628722,February,SPFO,20,NA,NA
M7,SanPablo,T1,0.5,b,2026-01-11,2026-02-06,2026,0.769143092,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S1-0.5b,1.722733045466091,0.790542907,February,SAPA,65,57,66
M7,SanPablo,T1,0.5,b,2026-01-11,2026-02-06,2026,0.769143092,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S1-0.5b,1.722733045466091,0.790542907,February,SPFO,20,NA,NA
M7,SanPablo,T1,0.5,c,2026-01-11,2026-02-06,2026,0.854267559,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S1-0.5c,1.723037846075692,0.79089317,February,SAPA,65,57,66
M7,SanPablo,T1,0.5,c,2026-01-11,2026-02-06,2026,0.854267559,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S1-0.5c,1.723037846075692,0.79089317,February,SPFO,20,NA,NA
M7,SanPablo,T1,2,a,2026-01-11,2026-02-06,2026,2.50204267,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S1-2a,1.6913385826771654,0.754465849,February,SAPA,70,53,62.5
M7,SanPablo,T1,2,b,2026-01-11,2026-02-06,2026,1.82056327,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S1-2b,1.7202946405892812,0.787740806,February,SAPA,70,53,62.5
M7,SanPablo,T1,2,c,2026-01-11,2026-02-06,2026,1.073849991,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S1-2c,1.7550419100838202,0.827670753,February,SAPA,70,53,62.5
M7,SanPablo,T1,6,a,2026-01-11,2026-02-06,2026,1.963183027,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S1-6a,1.8266700533401063,0.909982487,February,SAPA,50,60,63
M7,SanPablo,T1,6,b,2026-01-11,2026-02-06,2026,1.573835321,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S1-6b,1.8254508509017016,0.908581436,February,SAPA,50,60,63
M7,SanPablo,T1,6,c,2026-01-11,2026-02-06,2026,1.672200029,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S1-6c,1.83002286004572,0.913835377,February,SAPA,50,60,63
M7,SanPablo,T1,12,a,2026-01-11,2026-02-06,2026,3.939142785,1,0,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S1-12a,1.877266954533909,0.968126095,February,SAPA,65,50,51
M7,SanPablo,T1,12,b,2026-01-11,2026-02-06,2026,2.784642197,1,0,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S1-12b,1.889763779527559,0.982486865,February,SAPA,65,50,51
M7,SanPablo,T1,12,c,2026-01-11,2026-02-06,2026,1.603399146,0,0,0,0,0,0,1,0,0,0,Review,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S1-12c,1.8851917703835408,0.977232925,February,SAPA,65,50,51
M7,SanPablo,T1,24,a,2026-01-11,2026-02-06,2026,1.724798244,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S1-24a,1.9751079502159004,1.08056042,February,SAPA,85,57,60
M7,SanPablo,T1,24,b,2026-01-11,2026-02-06,2026,1.682175552,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S1-24b,1.984861569723139,1.091768827,February,SAPA,85,57,60
M7,SanPablo,T1,24,c,2026-01-11,2026-02-06,2026,1.79722659,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S1-24c,1.9751079502159004,1.08056042,February,SAPA,85,57,60
M7,SanPablo,T1,48,a,2026-01-11,2026-02-06,2026,1.288414434,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Upland,S1-48a,2.013208026416053,1.124343257,February,SAPA,90,56,61.5
M7,SanPablo,T1,48,b,2026-01-11,2026-02-06,2026,1.279043487,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Upland,S1-48b,2.0159512319024637,1.127495622,February,SAPA,90,56,61.5
M7,SanPablo,T1,48,c,2026-01-11,2026-02-06,2026,1.398387023,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Upland,S1-48c,2.0144272288544576,1.125744308,February,SAPA,90,56,61.5
M7,SanPablo,T2,0.5,a,2026-01-11,2026-02-06,2026,0.993924888,0,0,0,1,0,0,0,0,0,0,Review,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S2-0.5a,1.727305054610109,0.795796848,February,SPFO,20,67,67.5
M7,SanPablo,T2,0.5,a,2026-01-11,2026-02-06,2026,0.993924888,0,0,0,1,0,0,0,0,0,0,Review,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S2-0.5a,1.727305054610109,0.795796848,February,SAPA,30,52,57
M7,SanPablo,T2,0.5,b,2026-01-11,2026-02-06,2026,1.223180556,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S2-0.5b,1.7297434594869188,0.798598949,February,SPFO,20,67,67.5
M7,SanPablo,T2,0.5,b,2026-01-11,2026-02-06,2026,1.223180556,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S2-0.5b,1.7297434594869188,0.798598949,February,SAPA,30,52,57
M7,SanPablo,T2,0.5,c,2026-01-11,2026-02-06,2026,0.995738619,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S2-0.5c,1.721818643637287,0.789492119,February,SPFO,20,67,67.5
M7,SanPablo,T2,0.5,c,2026-01-11,2026-02-06,2026,0.995738619,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S2-0.5c,1.721818643637287,0.789492119,February,SAPA,30,52,57
M7,SanPablo,T2,2,a,2026-01-11,2026-02-06,2026,2.789760951,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S2-2a,1.7401066802133602,0.810507881,February,SPFO,20,70,79
M7,SanPablo,T2,2,a,2026-01-11,2026-02-06,2026,2.789760951,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S2-2a,1.7401066802133602,0.810507881,February,SAPA,35,55,65.5
M7,SanPablo,T2,2,b,2026-01-11,2026-02-06,2026,1.447418233,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S2-2b,1.751993903987808,0.824168126,February,SPFO,20,70,79
M7,SanPablo,T2,2,b,2026-01-11,2026-02-06,2026,1.447418233,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S2-2b,1.751993903987808,0.824168126,February,SAPA,35,55,65.5
M7,SanPablo,T2,2,c,2026-01-11,2026-02-06,2026,1.485990257,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S2-2c,1.750469900939802,0.822416813,February,SPFO,20,70,79
M7,SanPablo,T2,2,c,2026-01-11,2026-02-06,2026,1.485990257,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S2-2c,1.750469900939802,0.822416813,February,SAPA,35,55,65.5
M7,SanPablo,T2,6,a,2026-01-11,2026-02-06,2026,2.291831183,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S2-6a,1.8239268478536956,0.906830123,February,SAPA,65,52,62
M7,SanPablo,T2,6,b,2026-01-11,2026-02-06,2026,1.707567794,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S2-6b,1.8135636271272544,0.894921191,February,SAPA,65,52,62
M7,SanPablo,T2,6,c,2026-01-11,2026-02-06,2026,2.369761182,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S2-6c,1.8083820167640337,0.888966725,February,SAPA,65,52,62
M7,SanPablo,T2,12,a,2026-01-11,2026-02-06,2026,1.151961363,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S2-12a,1.899517399034798,0.993695271,February,SAPA,75,54,57
M7,SanPablo,T2,12,b,2026-01-11,2026-02-06,2026,1.127294614,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S2-12b,1.8912877825755652,0.984238179,February,SAPA,75,54,57
M7,SanPablo,T2,12,c,2026-01-11,2026-02-06,2026,1.204075917,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S2-12c,1.8836677673355344,0.975481611,February,SAPA,75,54,57
M7,SanPablo,T2,24,a,2026-01-11,2026-02-06,2026,2.164084025,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S2-24a,2.0001016002032004,1.109281961,February,SAPA,70,57,62.5
M7,SanPablo,T2,24,b,2026-01-11,2026-02-06,2026,2.540251948,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S2-24b,1.9979679959359915,1.106830123,February,SAPA,70,57,62.5
M7,SanPablo,T2,24,c,2026-01-11,2026-02-06,2026,2.130953195,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S2-24c,1.9915671831343664,1.099474606,February,SAPA,70,57,62.5
M7,SanPablo,T2,48,a,2026-01-11,2026-02-06,2026,1.700010579,0,0,0,0,0,0,0,0,0,0,OK,Ramped,South.facing,"Wet
(Months 7-9)",Upland,S2-48a,2.0138176276352553,1.125043783,February,SAPA,75,47.25,50
M7,SanPablo,T2,48,b,2026-01-11,2026-02-06,2026,2.042201265,0,0,0,0,0,0,1,0,0,0,Review,Ramped,South.facing,"Wet
(Months 7-9)",Upland,S2-48b,2.022961645923292,1.135551664,February,SAPA,75,47.25,50
M7,SanPablo,T2,48,c,2026-01-11,2026-02-06,2026,1.889605984,0,1,0,0,0,0,0,0,0,0,Review,Ramped,South.facing,"Wet
(Months 7-9)",Upland,S2-48c,2.0205232410464817,1.132749562,February,SAPA,75,47.25,50
M7,CorteMadera,T1,18,a,2026-01-10,2026-02-07,2026,4.591914845,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C1-18a,1.679756159512319,0.796727273,February,SAPA,65,46,48
M7,CorteMadera,T1,18,a,2026-01-10,2026-02-07,2026,4.591914845,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C1-18a,1.679756159512319,0.796727273,February,SPFO,30,73,81
M7,CorteMadera,T1,18,b,2026-01-10,2026-02-07,2026,3.60650154,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C1-18b,1.6696977393954786,0.784727273,February,SAPA,65,46,48
M7,CorteMadera,T1,18,b,2026-01-10,2026-02-07,2026,3.60650154,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C1-18b,1.6696977393954786,0.784727273,February,SPFO,30,73,81
M7,CorteMadera,T1,18,c,2026-01-10,2026-02-07,2026,3.305201864,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C1-18c,1.671526543053086,0.786909091,February,SAPA,65,46,48
M7,CorteMadera,T1,18,c,2026-01-10,2026-02-07,2026,3.305201864,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C1-18c,1.671526543053086,0.786909091,February,SPFO,30,73,81
M7,CorteMadera,T2,18,a,2026-01-10,2026-02-07,2026,3.092209323,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C2-18a,1.6623825247650494,0.776,February,SAPA,45,48,55
M7,CorteMadera,T2,18,a,2026-01-10,2026-02-07,2026,3.092209323,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C2-18a,1.6623825247650494,0.776,February,SPFO,40,66,70
M7,CorteMadera,T2,18,b,2026-01-10,2026-02-07,2026,2.632372236,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C2-18b,1.6672593345186688,0.781818182,February,SAPA,45,48,55
M7,CorteMadera,T2,18,b,2026-01-10,2026-02-07,2026,2.632372236,0,0,0,0,0,0,0,0,0,0,OK,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C2-18b,1.6672593345186688,0.781818182,February,SPFO,40,66,70
M7,CorteMadera,T2,18,c,2026-01-10,2026-02-07,2026,NA,0,0,0,0,0,0,0,0,0,NA,#VALUE!,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C2-18c,1.6773177546355091,0.793818182,February,SAPA,45,48,55
M7,CorteMadera,T2,18,c,2026-01-10,2026-02-07,2026,NA,0,0,0,0,0,0,0,0,0,NA,#VALUE!,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C2-18c,1.6773177546355091,0.793818182,February,SPFO,40,66,70
