Study.Phase,Site,Tran,Dist,Replicate,Date.placed.in.field,Date.removed.from.field,Year,Flux,Filter_Num,RB_Num,Flood_Obsv,BigBio_Obsv,SmallBio_Obsv,Drop_Obsv,OpenBag_Obsv,Position_Obsv,DryTime_Obsv,NegValue_Num,Master_Flag,Month,marsh_edge_type,marsh_orientation,Phen_Period,Marsh_Area,Point_ID,Elevation_m,z_star
M3,CorteMadera,T2,12,c,2025-09-05,2025-10-03,2025,2.647136875,0,0,0,0,0,0,0,0,0,0,OK,Sep,Scarped,East.facing,"Late_Dry
(Months 1-3)",Platform,C2-12c,1.6657353314706629,0.78
M3,CorteMadera,T2,24,a,2025-09-05,2025-10-03,2025,5.741535631,1,0,0,0,0,0,0,0,0,0,Review,Sep,Scarped,East.facing,"Late_Dry
(Months 1-3)",Platform,C2-24a,1.6794513589027176,0.796363636
M3,CorteMadera,T2,24,b,2025-09-05,2025-10-03,2025,5.582324548,0,0,0,0,0,0,0,0,0,0,OK,Sep,Scarped,East.facing,"Late_Dry
(Months 1-3)",Platform,C2-24b,1.6843281686563372,0.802181818
M3,CorteMadera,T2,24,c,2025-09-05,2025-10-03,2025,7.300131289,0,0,0,0,0,0,0,0,0,0,OK,Sep,Scarped,East.facing,"Late_Dry
(Months 1-3)",Platform,C2-24c,1.6751841503683007,0.791272727
M3,CorteMadera,T2,48,a,2025-09-05,2025-10-03,2025,2.057281147,0,0,0,0,0,0,0,0,0,0,OK,Sep,Scarped,East.facing,"Late_Dry
(Months 1-3)",Upland,C2-48a,1.6794513589027176,0.796363636
M3,CorteMadera,T2,48,b,2025-09-05,2025-10-03,2025,1.437671585,0,0,0,0,0,0,0,0,0,0,OK,Sep,Scarped,East.facing,"Late_Dry
(Months 1-3)",Upland,C2-48b,1.6821945643891287,0.799636364
M3,CorteMadera,T2,48,c,2025-09-05,2025-10-03,2025,2.342749537,0,0,0,0,0,0,0,0,0,0,OK,Sep,Scarped,East.facing,"Late_Dry
(Months 1-3)",Upland,C2-48c,1.673050546101092,0.788727273
M3,SanPablo,T1,0.5,a,2025-09-08,2025-10-06,2025,30.40695892,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S1-0.5a,1.706273812547625,0.771628722
M3,SanPablo,T1,0.5,b,2025-09-08,2025-10-06,2025,24.99181724,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S1-0.5b,1.722733045466091,0.790542907
M3,SanPablo,T1,0.5,c,2025-09-08,2025-10-06,2025,26.08591625,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S1-0.5c,1.723037846075692,0.79089317
M3,SanPablo,T1,2,a,2025-09-08,2025-10-06,2025,30.16307105,1,0,0,0,0,0,0,0,0,0,Review,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S1-2a,1.6913385826771654,0.754465849
M3,SanPablo,T1,2,b,2025-09-08,2025-10-06,2025,34.47290458,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S1-2b,1.7202946405892812,0.787740806
M3,SanPablo,T1,2,c,2025-09-08,2025-10-06,2025,4.752080296,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S1-2c,1.7550419100838202,0.827670753
M3,SanPablo,T1,6,a,2025-09-08,2025-10-06,2025,7.001900562,1,0,0,0,0,0,0,0,0,0,Review,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S1-6a,1.8266700533401063,0.909982487
M3,SanPablo,T1,6,b,2025-09-08,2025-10-06,2025,3.798217283,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S1-6b,1.8254508509017016,0.908581436
M3,SanPablo,T1,6,c,2025-09-08,2025-10-06,2025,1.092695526,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S1-6c,1.83002286004572,0.913835377
M3,SanPablo,T1,12,a,2025-09-08,2025-10-06,2025,1.490442536,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform,S1-12a,1.877266954533909,0.968126095
M3,SanPablo,T1,12,b,2025-09-08,2025-10-06,2025,7.695969562,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform,S1-12b,1.889763779527559,0.982486865
M3,SanPablo,T1,12,c,2025-09-08,2025-10-06,2025,7.777932955,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform,S1-12c,1.8851917703835408,0.977232925
M3,SanPablo,T1,24,a,2025-09-08,2025-10-06,2025,3.561646232,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform,S1-24a,1.9751079502159004,1.08056042
M3,SanPablo,T1,24,b,2025-09-08,2025-10-06,2025,4.802100421,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform,S1-24b,1.984861569723139,1.091768827
M3,SanPablo,T1,24,c,2025-09-08,2025-10-06,2025,4.224988316,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform,S1-24c,1.9751079502159004,1.08056042
M3,SanPablo,T1,48,a,2025-09-08,2025-10-06,2025,0.623932289,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland,S1-48a,2.013208026416053,1.124343257
M3,SanPablo,T1,48,b,2025-09-08,2025-10-06,2025,2.12700617,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland,S1-48b,2.0159512319024637,1.127495622
M3,SanPablo,T1,48,c,2025-09-08,2025-10-06,2025,1.475565619,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland,S1-48c,2.0144272288544576,1.125744308
M3,SanPablo,T2,0.5,a,2025-09-08,2025-10-06,2025,12.48886314,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S2-0.5a,1.727305054610109,0.795796848
M3,SanPablo,T2,0.5,b,2025-09-08,2025-10-06,2025,24.32359104,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S2-0.5b,1.7297434594869188,0.798598949
M3,SanPablo,T2,0.5,c,2025-09-08,2025-10-06,2025,67.236704,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S2-0.5c,1.721818643637287,0.789492119
M3,SanPablo,T2,2,a,2025-09-08,2025-10-06,2025,16.9866885,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S2-2a,1.7401066802133602,0.810507881
M3,SanPablo,T2,2,b,2025-09-08,2025-10-06,2025,39.68717981,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S2-2b,1.751993903987808,0.824168126
M3,SanPablo,T2,2,c,2025-09-08,2025-10-06,2025,27.12791798,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S2-2c,1.750469900939802,0.822416813
M3,SanPablo,T2,6,a,2025-09-08,2025-10-06,2025,1.941877439,1,0,0,0,0,0,0,0,0,0,Review,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S2-6a,1.8239268478536956,0.906830123
M3,SanPablo,T2,6,b,2025-09-08,2025-10-06,2025,7.936189669,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S2-6b,1.8135636271272544,0.894921191
M3,SanPablo,T2,6,c,2025-09-08,2025-10-06,2025,7.795167723,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Edge,S2-6c,1.8083820167640337,0.888966725
M3,SanPablo,T2,12,a,2025-09-08,2025-10-06,2025,9.786092206,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform,S2-12a,1.899517399034798,0.993695271
M3,SanPablo,T2,12,b,2025-09-08,2025-10-06,2025,10.14695569,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform,S2-12b,1.8912877825755652,0.984238179
M3,SanPablo,T2,12,c,2025-09-08,2025-10-06,2025,10.95828099,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform,S2-12c,1.8836677673355344,0.975481611
M3,SanPablo,T2,24,a,2025-09-08,2025-10-06,2025,3.100293384,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform,S2-24a,2.0001016002032004,1.109281961
M3,SanPablo,T2,24,b,2025-09-08,2025-10-06,2025,2.040720051,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform,S2-24b,1.9979679959359915,1.106830123
M3,SanPablo,T2,24,c,2025-09-08,2025-10-06,2025,3.186186528,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Platform,S2-24c,1.9915671831343664,1.099474606
M3,SanPablo,T2,48,a,2025-09-08,2025-10-06,2025,2.720903928,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland,S2-48a,2.0138176276352553,1.125043783
M3,SanPablo,T2,48,b,2025-09-08,2025-10-06,2025,2.604695557,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland,S2-48b,2.022961645923292,1.135551664
M3,SanPablo,T2,48,c,2025-09-08,2025-10-06,2025,2.204141581,0,0,0,0,0,0,0,0,0,0,OK,Sep,Ramped,South.facing,"Late_Dry
(Months 1-3)",Upland,S2-48c,2.0205232410464817,1.132749562
M4,Buck'sLanding,T1,0.5,a,2025-10-08,2025-11-15,2025,5.220943992,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B1-0.5a,1.6544577089154178,0.743807502
M4,Buck'sLanding,T1,0.5,b,2025-10-08,2025-11-15,2025,2.172284,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B1-0.5b,1.6599441198882396,0.750176929
M4,Buck'sLanding,T1,0.5,c,2025-10-08,2025-11-15,2025,3.315221254,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B1-0.5c,1.6611633223266449,0.751592357
M4,Buck'sLanding,T1,2,a,2025-10-08,2025-11-15,2025,0.280708368,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B1-2a,1.7718059436118871,0.880042463
M4,Buck'sLanding,T1,2,b,2025-10-08,2025-11-15,2025,2.245005089,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B1-2b,1.7794259588519177,0.888888889
M4,Buck'sLanding,T1,2,c,2025-10-08,2025-11-15,2025,1.417978506,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B1-2c,1.7669291338582676,0.87438075
M4,Buck'sLanding,T1,6,a,2025-10-08,2025-11-15,2025,2.613326237,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B1-6a,1.8138684277368553,0.928874735
M4,Buck'sLanding,T1,6,b,2025-10-08,2025-11-15,2025,0.875920968,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B1-6b,1.806248412496825,0.920028309
M4,Buck'sLanding,T1,6,c,2025-10-08,2025-11-15,2025,0.952199516,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B1-6c,1.8053340106680211,0.918966737
M4,Buck'sLanding,T1,12,a,2025-10-08,2025-11-15,2025,0.73689049,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B1-12a,1.8483108966217932,0.96886058
M4,Buck'sLanding,T1,12,b,2025-10-08,2025-11-15,2025,1.234976175,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B1-12b,1.8461772923545847,0.966383581
M4,Buck'sLanding,T1,12,c,2025-10-08,2025-11-15,2025,0.995633614,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B1-12c,1.8428244856489713,0.962491154
M4,Buck'sLanding,T1,18,a,2025-10-08,2025-11-15,2025,1.350841801,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B1-18a,1.8736093472186943,0.998230715
M4,Buck'sLanding,T1,18,b,2025-10-08,2025-11-15,2025,0.906118007,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B1-18b,1.8745237490474984,0.999292286
M4,Buck'sLanding,T1,18,c,2025-10-08,2025-11-15,2025,0.600300594,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B1-18c,1.8806197612395223,1.006369427
M4,Buck'sLanding,T1,24,a,2025-10-08,2025-11-15,2025,1.538559834,1,0,0,0,0,0,0,0,0,0,Review,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B1-24a,1.8641605283210565,0.987261146
M4,Buck'sLanding,T1,24,b,2025-10-08,2025-11-15,2025,0.272311109,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B1-24b,1.869037338074676,0.992922859
M4,Buck'sLanding,T1,24,c,2025-10-08,2025-11-15,2025,0.25365513,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B1-24c,1.8714757429514857,0.995753715
M4,Buck'sLanding,T1,48,a,2025-10-08,2025-11-15,2025,0.546855971,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Upland,B1-48a,1.856845313690627,0.978768577
M4,Buck'sLanding,T1,48,b,2025-10-08,2025-11-15,2025,0.746735552,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Upland,B1-48b,1.850749301498603,0.971691437
M4,Buck'sLanding,T1,48,c,2025-10-08,2025-11-15,2025,0.799104664,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Upland,B1-48c,1.8516637033274064,0.972753008
M4,Buck'sLanding,T2,0.5,a,2025-10-08,2025-11-15,2025,3.129323316,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B2-0.5a,1.6338836677673354,0.7199221515
M4,Buck'sLanding,T2,0.5,b,2025-10-08,2025-11-15,2025,2.277601346,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B2-0.5b,1.6431800863601729,0.730714791
M4,Buck'sLanding,T2,0.5,c,2025-10-08,2025-11-15,2025,4.518056196,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B2-0.5c,1.6407416814833629,0.727883935
M4,Buck'sLanding,T2,2,a,2025-10-08,2025-11-15,2025,-0.206911768,0,0,0,0,0,0,0,0,0,1,Review,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B2-2a,1.773329946659893,0.881811748
M4,Buck'sLanding,T2,2,b,2025-10-08,2025-11-15,2025,-1.6492547339999999,0,0,0,0,0,0,0,0,0,1,Review,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B2-2b,1.7654051308102614,0.872611465
M4,Buck'sLanding,T2,2,c,2025-10-08,2025-11-15,2025,2.993271176,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B2-2c,1.7696723393446787,0.877565464
M4,Buck'sLanding,T2,6,a,2025-10-08,2025-11-15,2025,1.177270873,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B2-6a,1.843738887477775,0.963552725
M4,Buck'sLanding,T2,6,b,2025-10-08,2025-11-15,2025,4.543165241,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B2-6b,1.8394716789433576,0.958598726
M4,Buck'sLanding,T2,6,c,2025-10-08,2025-11-15,2025,5.485809256,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Edge,B2-6c,1.8376428752857503,0.956475584
M4,Buck'sLanding,T2,12,a,2025-10-08,2025-11-15,2025,4.389077609,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B2-12a,1.84008128016256,0.95930644
M4,Buck'sLanding,T2,12,b,2025-10-08,2025-11-15,2025,5.584011682,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B2-12b,1.835814071628143,0.954352442
M4,Buck'sLanding,T2,12,c,2025-10-08,2025-11-15,2025,2.376051967,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B2-12c,1.822098044196088,0.938428875
M4,Buck'sLanding,T2,24,a,2025-10-08,2025-11-15,2025,1.704891745,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B2-24a,1.8266700533401063,0.94373673
M4,Buck'sLanding,T2,24,b,2025-10-08,2025-11-15,2025,1.080644484,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B2-24b,1.8294132588265175,0.946921444
M4,Buck'sLanding,T2,24,c,2025-10-08,2025-11-15,2025,1.312578429,0,0,0,0,0,0,0,0,1,0,Review,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Platform,B2-24c,1.8446532893065783,0.964614296
M4,Buck'sLanding,T2,48,a,2025-10-08,2025-11-15,2025,1.45533183,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Upland,B2-48a,1.8416052832105665,0.961075725
M4,Buck'sLanding,T2,48,b,2025-10-08,2025-11-15,2025,1.777364639,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Upland,B2-48b,1.8525781051562105,0.973814579
M4,Buck'sLanding,T2,48,c,2025-10-08,2025-11-15,2025,1.86989995,0,0,0,0,0,0,0,0,0,0,OK,Oct,Ramped,East.facing,"Tran
(Months 4-6)",Upland,B2-48c,1.849530099060198,0.970276008
M4,GiantMarsh,T1,0.5,a,2025-10-07,2025-11-04,2025,3.667637248,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-0.5a,2.067462535,1.195887069
M4,GiantMarsh,T1,0.5,b,2025-10-07,2025-11-04,2025,1.553262424,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-0.5b,2.066243332486665,1.194492855
M4,GiantMarsh,T1,0.5,c,2025-10-07,2025-11-04,2025,2.538844146,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-0.5c,2.0574041148082296,1.184384803
M4,GiantMarsh,T1,2,a,2025-10-07,2025-11-04,2025,11.83321214,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-2a,2.0183896367792733,1.139769955
M4,GiantMarsh,T1,2,b,2025-10-07,2025-11-04,2025,20.7538046,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-2b,2.019304038608077,1.140815615
M4,GiantMarsh,T1,2,c,2025-10-07,2025-11-04,2025,35.80671844,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-2c,2.0189992379984756,1.140467062
M4,GiantMarsh,T1,6,a,2025-10-07,2025-11-04,2025,8.739992307,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-6a,1.9723647447294896,1.087138376
M4,GiantMarsh,T1,6,b,2025-10-07,2025-11-04,2025,6.234045796,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-6b,1.9793751587503172,1.095155106
M4,GiantMarsh,T1,6,c,2025-10-07,2025-11-04,2025,10.29011093,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G1-6c,1.9763271526543051,1.091669571
M4,GiantMarsh,T1,12,a,2025-10-07,2025-11-04,2025,3.109444091,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-12a,1.9418846837693675,1.052283025
M4,GiantMarsh,T1,12,b,2025-10-07,2025-11-04,2025,2.622603997,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-12b,1.9495046990093976,1.060996863
M4,GiantMarsh,T1,12,c,2025-10-07,2025-11-04,2025,3.227841896,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-12c,1.9577343154686309,1.070407808
M4,GiantMarsh,T1,24,a,2025-10-07,2025-11-04,2025,1.843278098,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-24a,1.94005588011176,1.050191704
M4,GiantMarsh,T1,24,b,2025-10-07,2025-11-04,2025,1.141424447,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-24b,1.9467614935229869,1.057859881
M4,GiantMarsh,T1,24,c,2025-10-07,2025-11-04,2025,1.147824328,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G1-24c,1.952247904495809,1.064133845
M4,GiantMarsh,T1,48,a,2025-10-07,2025-11-04,2025,-0.411332723,0,0,0,0,0,0,0,0,0,1,Review,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Upland,G1-48a,1.8736093472186943,0.974207041
M4,GiantMarsh,T1,48,b,2025-10-07,2025-11-04,2025,-0.341383143,0,0,0,0,0,0,0,0,0,1,Review,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Upland,G1-48b,1.8595885191770385,0.95817358
M4,GiantMarsh,T1,48,c,2025-10-07,2025-11-04,2025,-0.085949283,0,0,0,0,0,0,0,0,0,1,Review,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Upland,G1-48c,1.886106172212344,0.988497734
M4,GiantMarsh,T2,0.5,a,2025-10-07,2025-11-04,2025,676.3348542,1,0,0,1,0,0,0,0,0,0,Review,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-0.5a,2.0357632715265432,1.159637504
M4,GiantMarsh,T2,0.5,b,2025-10-07,2025-11-04,2025,16.97602203,0,0,0,1,0,0,0,0,0,0,Review,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-0.5b,2.041249682499365,1.165911467
M4,GiantMarsh,T2,0.5,c,2025-10-07,2025-11-04,2025,8.246640052,0,0,0,1,0,0,0,0,0,0,Review,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-0.5c,2.0519177038354077,1.17811084
M4,GiantMarsh,T2,2,a,2025-10-07,2025-11-04,2025,5.843372339,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-2a,2.0616713233426465,1.189264552
M4,GiantMarsh,T2,2,b,2025-10-07,2025-11-04,2025,2014.574739,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-2b,2.054051308102616,1.180550715
M4,GiantMarsh,T2,2,c,2025-10-07,2025-11-04,2025,1265.263947,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-2c,2.0564897129794257,1.183339143
M4,GiantMarsh,T2,6,a,2025-10-07,2025-11-04,2025,5.425920431,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-6a,1.9406654813309625,1.050888811
M4,GiantMarsh,T2,6,b,2025-10-07,2025-11-04,2025,5.61640111,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-6b,1.9434086868173737,1.054025793
M4,GiantMarsh,T2,6,c,2025-10-07,2025-11-04,2025,5.956874796,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Edge,G2-6c,1.9473710947421896,1.058556988
M4,GiantMarsh,T2,12,a,2025-10-07,2025-11-04,2025,2.381990915,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-12a,1.9333502667005331,1.042523527
M4,GiantMarsh,T2,12,b,2025-10-07,2025-11-04,2025,2.052790002,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-12b,1.9354838709677415,1.044963402
M4,GiantMarsh,T2,12,c,2025-10-07,2025-11-04,2025,2.353247588,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-12c,1.9318262636525272,1.04078076
M4,GiantMarsh,T2,24,a,2025-10-07,2025-11-04,2025,0.817500629,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-24a,1.9357886715773431,1.045311955
M4,GiantMarsh,T2,24,b,2025-10-07,2025-11-04,2025,0.835689766,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-24b,1.9406654813309625,1.050888811
M4,GiantMarsh,T2,24,c,2025-10-07,2025-11-04,2025,0.746035288,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Platform,G2-24c,1.9354838709677415,1.044963402
M4,GiantMarsh,T2,48,a,2025-10-07,2025-11-04,2025,2.786362363,0,0,0,0,0,0,0,0,0,0,OK,Oct,Scarped,West.facing,"Tran
(Months 4-6)",Upland,G2-48a,1.8733045466090932,0.973858487
