Site,Tran,Dist,Replicate,Date.placed.in.field,Date.removed.from.field,Season,Month,Year,Flux,LOI,marsh_edge_type,marsh_orientation,Study.Phase,Phen_Period,Marsh_Loc,Elevation_m,z_star,Species,AvgHt,MaxHt,Cover
CorteMadera,D,2,c,2022-07-27,2022-08-24,Summer,August,2022,6.526387485,8.344695937,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.829,0.974784061,SAPA,19,22,15
CorteMadera,D,2,c,2022-07-27,2022-08-24,Summer,August,2022,6.526387485,8.344695937,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.829,0.974784061,DISP,12,18,70
CorteMadera,D,6,a,2022-07-27,2022-08-24,Summer,August,2022,15.92058785,NA,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.858,1.009382009,SAPA,23,36,50
CorteMadera,D,6,a,2022-07-27,2022-08-24,Summer,August,2022,15.92058785,NA,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.858,1.009382009,DISP,21,31,50
CorteMadera,D,6,b,2022-07-27,2022-08-24,Summer,August,2022,11.31812182,7.968910528,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.858,1.009382009,SAPA,23,36,50
CorteMadera,D,6,b,2022-07-27,2022-08-24,Summer,August,2022,11.31812182,7.968910528,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.858,1.009382009,DISP,21,31,50
CorteMadera,D,6,c,2022-07-27,2022-08-24,Summer,August,2022,5.735625754,NA,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.858,1.009382009,SAPA,23,36,50
CorteMadera,D,6,c,2022-07-27,2022-08-24,Summer,August,2022,5.735625754,NA,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.858,1.009382009,DISP,21,31,50
CorteMadera,D,12,a,2022-07-27,2022-08-24,Summer,August,2022,10.12922289,8.51626813,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.791,0.929448819,SAPA,23,36,40
CorteMadera,D,12,a,2022-07-27,2022-08-24,Summer,August,2022,10.12922289,8.51626813,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.791,0.929448819,DISP,23,29,55
CorteMadera,D,12,b,2022-07-27,2022-08-24,Summer,August,2022,8.267778346,NA,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.791,0.929448819,SAPA,23,36,40
CorteMadera,D,12,b,2022-07-27,2022-08-24,Summer,August,2022,8.267778346,NA,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.791,0.929448819,DISP,23,29,55
CorteMadera,D,12,c,2022-07-27,2022-08-24,Summer,August,2022,9.429726451,NA,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.791,0.929448819,SAPA,23,36,40
CorteMadera,D,12,c,2022-07-27,2022-08-24,Summer,August,2022,9.429726451,NA,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.791,0.929448819,DISP,23,29,55
CorteMadera,D,24,a,2022-07-27,2022-08-24,Summer,August,2022,10.03795759,NA,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.765,0.898429969,SAPA,19,31,65
CorteMadera,D,24,a,2022-07-27,2022-08-24,Summer,August,2022,10.03795759,NA,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.765,0.898429969,SPFO,38,46,10
CorteMadera,D,24,b,2022-07-27,2022-08-24,Summer,August,2022,10.62781316,8.085629224,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.765,0.898429969,SAPA,19,31,65
CorteMadera,D,24,b,2022-07-27,2022-08-24,Summer,August,2022,10.62781316,8.085629224,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.765,0.898429969,SPFO,38,46,10
CorteMadera,D,24,c,2022-07-27,2022-08-24,Summer,August,2022,10.13106044,NA,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.765,0.898429969,SAPA,19,31,65
CorteMadera,D,24,c,2022-07-27,2022-08-24,Summer,August,2022,10.13106044,NA,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.765,0.898429969,SPFO,38,46,10
CorteMadera,D,48,a,2022-07-27,2022-08-24,Summer,August,2022,7.007827238,9.364548495,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.728,0.854287759,SAPA,21,29,55
CorteMadera,D,48,a,2022-07-27,2022-08-24,Summer,August,2022,7.007827238,9.364548495,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.728,0.854287759,SPFO,44,56,20
CorteMadera,D,48,b,2022-07-27,2022-08-24,Summer,August,2022,7.487429434,NA,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.728,0.854287759,SAPA,21,29,55
CorteMadera,D,48,b,2022-07-27,2022-08-24,Summer,August,2022,7.487429434,NA,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.728,0.854287759,SPFO,44,56,20
CorteMadera,D,48,c,2022-07-27,2022-08-24,Summer,August,2022,6.997414419,NA,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.728,0.854287759,SAPA,21,29,55
CorteMadera,D,48,c,2022-07-27,2022-08-24,Summer,August,2022,6.997414419,NA,Scarped,East.facing,M2,"Late_Dry
(Months 1-3)",Channel,1.728,0.854287759,SPFO,44,56,20
SanPablo,A,0.5,a,2022-07-28,2022-08-25,Summer,August,2022,7.160344411,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.735,-0.344512321,SPFO,75,100,1
SanPablo,A,0.5,b,2022-07-28,2022-08-25,Summer,August,2022,NA,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.735,-0.344512321,SPFO,75,100,1
SanPablo,A,0.5,c,2022-07-28,2022-08-25,Summer,August,2022,6.149688442,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.735,-0.344512321,SPFO,75,100,1
SanPablo,A,2,a,2022-07-28,2022-08-25,Summer,August,2022,16.51350602,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.751,-0.326125828,SPFO,81,100,5
SanPablo,A,2,b,2022-07-28,2022-08-25,Summer,August,2022,17.95905031,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.751,-0.326125828,SPFO,81,100,5
SanPablo,A,2,c,2022-07-28,2022-08-25,Summer,August,2022,16.45837933,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.751,-0.326125828,SPFO,81,100,5
SanPablo,A,6,a,2022-07-28,2022-08-25,Summer,August,2022,8.060747002,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.889,-0.167542323,SPFO,80,99,10
SanPablo,A,6,b,2022-07-28,2022-08-25,Summer,August,2022,6.180314381,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.889,-0.167542323,SPFO,80,99,10
SanPablo,A,6,c,2022-07-28,2022-08-25,Summer,August,2022,5.494293359,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.889,-0.167542323,SPFO,80,99,10
SanPablo,A,12,a,2022-07-28,2022-08-25,Summer,August,2022,1.11478416,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.069,0.039305726,SPFO,65,87,20
SanPablo,A,12,b,2022-07-28,2022-08-25,Summer,August,2022,3.325976916,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.069,0.039305726,SPFO,65,87,20
SanPablo,A,12,c,2022-07-28,2022-08-25,Summer,August,2022,3.044218283,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.069,0.039305726,SPFO,65,87,20
SanPablo,A,24,a,2022-07-28,2022-08-25,Summer,August,2022,2.499076578,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.713,0.779362081,SAPA,45,60,45
SanPablo,A,24,b,2022-07-28,2022-08-25,Summer,August,2022,2.462325452,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.713,0.779362081,SAPA,45,60,45
SanPablo,A,24,c,2022-07-28,2022-08-25,Summer,August,2022,0.661520271,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.713,0.779362081,SAPA,45,60,45
SanPablo,A,48,a,2022-07-28,2022-08-25,Summer,August,2022,1.799580144,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,2.01,1.120661362,SAPA,50,95,90
SanPablo,A,48,b,2022-07-28,2022-08-25,Summer,August,2022,1.856544389,8.010618364,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,2.01,1.120661362,SAPA,50,95,90
SanPablo,A,48,c,2022-07-28,2022-08-25,Summer,August,2022,1.354278999,9.283819629,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,2.01,1.120661362,SAPA,50,95,90
SanPablo,A,72,a,2022-07-28,2022-08-25,Summer,August,2022,2.733671267,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,2.04,1.155136037,SAPA,40,58,85
SanPablo,A,72,b,2022-07-28,2022-08-25,Summer,August,2022,2.459875377,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,2.04,1.155136037,SAPA,40,58,85
SanPablo,A,72,c,2022-07-28,2022-08-25,Summer,August,2022,2.973778624,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,2.04,1.155136037,SAPA,40,58,85
SanPablo,A,150,a,2022-07-28,2022-08-25,Summer,August,2022,6.003908975,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.974,1.079291752,SAPA,40,60,80
SanPablo,A,150,b,2022-07-28,2022-08-25,Summer,August,2022,7.352062786,14.18630994,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.974,1.079291752,SAPA,40,60,80
SanPablo,A,150,c,2022-07-28,2022-08-25,Summer,August,2022,9.190844131,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.974,1.079291752,SAPA,40,60,80
SanPablo,B,0.5,a,2022-07-28,2022-08-25,Summer,August,2022,6.547825642,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.774,-0.299695244,SPFO,60,110,1
SanPablo,B,0.5,b,2022-07-28,2022-08-25,Summer,August,2022,5.910806122,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.774,-0.299695244,SPFO,60,110,1
SanPablo,B,0.5,c,2022-07-28,2022-08-25,Summer,August,2022,0.189880818,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.774,-0.299695244,SPFO,60,110,1
SanPablo,B,2,a,2022-07-28,2022-08-25,Summer,August,2022,4.691893772,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.805,-0.264071413,SPFO,60,95,5
SanPablo,B,2,b,2022-07-28,2022-08-25,Summer,August,2022,3.834367495,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.805,-0.264071413,SPFO,60,95,5
SanPablo,B,2,c,2022-07-28,2022-08-25,Summer,August,2022,8.64876502,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.805,-0.264071413,SPFO,60,95,5
SanPablo,B,6,a,2022-07-28,2022-08-25,Summer,August,2022,3.987497187,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.837,-0.227298427,SPFO,60,100,10
SanPablo,B,6,b,2022-07-28,2022-08-25,Summer,August,2022,2.780835212,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.837,-0.227298427,SPFO,60,100,10
SanPablo,B,6,c,2022-07-28,2022-08-25,Summer,August,2022,5.794427556,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.837,-0.227298427,SPFO,60,100,10
SanPablo,B,12,a,2022-07-28,2022-08-25,Summer,August,2022,3.491356984,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.042,0.008278519,SPFO,65,90,20
SanPablo,B,12,b,2022-07-28,2022-08-25,Summer,August,2022,2.382698012,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.042,0.008278519,SPFO,65,90,20
SanPablo,B,12,c,2022-07-28,2022-08-25,Summer,August,2022,0.667645458,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.042,0.008278519,SPFO,65,90,20
SanPablo,B,24,a,2022-07-28,2022-08-25,Summer,August,2022,0.906527778,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.563,0.606988706,SPFO,35,40,10
SanPablo,B,24,a,2022-07-28,2022-08-25,Summer,August,2022,0.906527778,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.563,0.606988706,SAPA,28,45,10
SanPablo,B,24,b,2022-07-28,2022-08-25,Summer,August,2022,3.924407754,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.563,0.606988706,SPFO,35,40,10
SanPablo,B,24,b,2022-07-28,2022-08-25,Summer,August,2022,3.924407754,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.563,0.606988706,SAPA,28,45,10
SanPablo,B,24,c,2022-07-28,2022-08-25,Summer,August,2022,0.796886919,7.797594359,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.563,0.606988706,SPFO,35,40,10
SanPablo,B,24,c,2022-07-28,2022-08-25,Summer,August,2022,0.796886919,7.797594359,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.563,0.606988706,SAPA,28,45,10
SanPablo,B,48,a,2022-07-28,2022-08-25,Summer,August,2022,6.870623034,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.978,1.083888376,SAPA,45,58,85
SanPablo,B,48,b,2022-07-28,2022-08-25,Summer,August,2022,2.171379037,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.978,1.083888376,SAPA,45,58,85
SanPablo,B,48,c,2022-07-28,2022-08-25,Summer,August,2022,4.10571331,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.978,1.083888376,SAPA,45,58,85
SanPablo,B,72,a,2022-07-28,2022-08-25,Summer,August,2022,3.365178118,10.69976771,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,2.012,1.122959674,SAPA,30,55,80
SanPablo,B,72,b,2022-07-28,2022-08-25,Summer,August,2022,5.950619842,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,2.012,1.122959674,SAPA,30,55,80
SanPablo,B,72,c,2022-07-28,2022-08-25,Summer,August,2022,17.19095177,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,2.012,1.122959674,SAPA,30,55,80
SanPablo,B,150,a,2022-07-28,2022-08-25,Summer,August,2022,3.641424083,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,2.014,1.125257985,SAPA,35,54,85
SanPablo,B,150,b,2022-07-28,2022-08-25,Summer,August,2022,4.40400995,14.08025568,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,2.014,1.125257985,SAPA,35,54,85
SanPablo,B,150,c,2022-07-28,2022-08-25,Summer,August,2022,4.277831084,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,2.014,1.125257985,SAPA,35,54,85
SanPablo,C,0.5,a,2022-07-28,2022-08-25,Summer,August,2022,13.8239361,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.772,-0.301993556,SPFO,65,98,2
SanPablo,C,0.5,b,2022-07-28,2022-08-25,Summer,August,2022,7.462316164,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.772,-0.301993556,SPFO,65,98,2
SanPablo,C,0.5,c,2022-07-28,2022-08-25,Summer,August,2022,4.068349665,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.772,-0.301993556,SPFO,65,98,2
SanPablo,C,2,a,2022-07-28,2022-08-25,Summer,August,2022,3.08525704,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.834,-0.230745894,SPFO,80,106,5
SanPablo,C,2,b,2022-07-28,2022-08-25,Summer,August,2022,5.690911884,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.834,-0.230745894,SPFO,80,106,5
SanPablo,C,2,c,2022-07-28,2022-08-25,Summer,August,2022,10.83606954,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.834,-0.230745894,SPFO,80,106,5
SanPablo,C,6,a,2022-07-28,2022-08-25,Summer,August,2022,2.312870872,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.014,-0.023897845,SPFO,70,101,20
SanPablo,C,6,b,2022-07-28,2022-08-25,Summer,August,2022,0.687858578,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.014,-0.023897845,SPFO,70,101,20
SanPablo,C,6,c,2022-07-28,2022-08-25,Summer,August,2022,1.784879693,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.014,-0.023897845,SPFO,70,101,20
SanPablo,C,12,a,2022-07-28,2022-08-25,Summer,August,2022,2.551140673,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.267,0.26683858,SPFO,70,90,35
SanPablo,C,12,b,2022-07-28,2022-08-25,Summer,August,2022,214.6915037,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.267,0.26683858,SPFO,70,90,35
SanPablo,C,12,c,2022-07-28,2022-08-25,Summer,August,2022,106.1397024,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.267,0.26683858,SPFO,70,90,35
SanPablo,C,24,a,2022-07-28,2022-08-25,Summer,August,2022,NA,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.602,0.651805783,SPFO,53,74,2
SanPablo,C,24,a,2022-07-28,2022-08-25,Summer,August,2022,NA,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.602,0.651805783,SAPA,30,43,70
SanPablo,C,24,b,2022-07-28,2022-08-25,Summer,August,2022,NA,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.602,0.651805783,SPFO,53,74,2
SanPablo,C,24,b,2022-07-28,2022-08-25,Summer,August,2022,NA,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.602,0.651805783,SAPA,30,43,70
SanPablo,C,24,c,2022-07-28,2022-08-25,Summer,August,2022,NA,7.271305708,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.602,0.651805783,SPFO,53,74,2
SanPablo,C,24,c,2022-07-28,2022-08-25,Summer,August,2022,NA,7.271305708,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.602,0.651805783,SAPA,30,43,70
SanPablo,C,48,a,2022-07-28,2022-08-25,Summer,August,2022,2.642534921,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.926,1.024132272,SAPA,25,36,60
SanPablo,C,48,b,2022-07-28,2022-08-25,Summer,August,2022,2.394335869,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.926,1.024132272,SAPA,25,36,60
SanPablo,C,48,c,2022-07-28,2022-08-25,Summer,August,2022,2.787572918,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.926,1.024132272,SAPA,25,36,60
SanPablo,C,72,a,2022-07-28,2022-08-25,Summer,August,2022,3.986884668,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,2.018,1.129854609,SAPA,45,64,85
SanPablo,C,72,b,2022-07-28,2022-08-25,Summer,August,2022,2.484376128,6.764265869,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,2.018,1.129854609,SAPA,45,64,85
SanPablo,C,72,c,2022-07-28,2022-08-25,Summer,August,2022,3.643874158,14.3728223,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,2.018,1.129854609,SAPA,45,64,85
SanPablo,C,150,a,2022-07-28,2022-08-25,Summer,August,2022,12.42739331,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.988,1.0953799340000001,SAPA,34,62,80
SanPablo,C,150,b,2022-07-28,2022-08-25,Summer,August,2022,8.981975231,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.988,1.0953799340000001,SAPA,34,62,80
SanPablo,C,150,c,2022-07-28,2022-08-25,Summer,August,2022,6.901248972,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.988,1.0953799340000001,SAPA,34,62,80
SanPablo,D,0.5,a,2022-07-28,2022-08-25,Summer,August,2022,5.168433374,6.23916924,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.788,-0.283607062,SPFO,89,108,2
SanPablo,D,0.5,b,2022-07-28,2022-08-25,Summer,August,2022,136.1831355,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.788,-0.283607062,SPFO,89,108,2
SanPablo,D,0.5,c,2022-07-28,2022-08-25,Summer,August,2022,8.130574142,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.788,-0.283607062,SPFO,89,108,2
SanPablo,D,2,a,2022-07-28,2022-08-25,Summer,August,2022,6.3897958,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.824,-0.242237452,SPFO,72,97,5
SanPablo,D,2,b,2022-07-28,2022-08-25,Summer,August,2022,2.634443226,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.824,-0.242237452,SPFO,72,97,5
SanPablo,D,2,c,2022-07-28,2022-08-25,Summer,August,2022,4.047524027,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.824,-0.242237452,SPFO,72,97,5
SanPablo,D,6,a,2022-07-28,2022-08-25,Summer,August,2022,1.165010699,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.961,-0.084803104,SPFO,90,111,10
SanPablo,D,6,b,2022-07-28,2022-08-25,Summer,August,2022,1.855931871,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.961,-0.084803104,SPFO,90,111,10
SanPablo,D,6,c,2022-07-28,2022-08-25,Summer,August,2022,0.948179055,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,0.961,-0.084803104,SPFO,90,111,10
SanPablo,D,12,a,2022-07-28,2022-08-25,Summer,August,2022,170.6759049,6.269674711,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.373,0.388649098,SPFO,50,79,35
SanPablo,D,12,b,2022-07-28,2022-08-25,Summer,August,2022,1.420431026,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.373,0.388649098,SPFO,50,79,35
SanPablo,D,12,c,2022-07-28,2022-08-25,Summer,August,2022,NA,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.373,0.388649098,SPFO,50,79,35
SanPablo,D,24,a,2022-07-28,2022-08-25,Summer,August,2022,128.2228416,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.634,0.68857877,SAPA,37,50,35
SanPablo,D,24,b,2022-07-28,2022-08-25,Summer,August,2022,74.01309295,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.634,0.68857877,SAPA,37,50,35
SanPablo,D,24,c,2022-07-28,2022-08-25,Summer,August,2022,47.73848783,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.634,0.68857877,SAPA,37,50,35
SanPablo,D,48,a,2022-07-28,2022-08-25,Summer,August,2022,2.878225696,12.25124378,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.987,1.094230778,SAPA,45,65,90
SanPablo,D,48,b,2022-07-28,2022-08-25,Summer,August,2022,3.127520835,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.987,1.094230778,SAPA,45,65,90
SanPablo,D,48,c,2022-07-28,2022-08-25,Summer,August,2022,3.48829439,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.987,1.094230778,SAPA,45,65,90
SanPablo,D,72,a,2022-07-28,2022-08-25,Summer,August,2022,4.753145649,9.160613398,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,2.033,1.147091946,SAPA,40,56,80
SanPablo,D,72,b,2022-07-28,2022-08-25,Summer,August,2022,5.384039981,13.22237917,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,2.033,1.147091946,SAPA,40,56,80
SanPablo,D,72,c,2022-07-28,2022-08-25,Summer,August,2022,5.293999722,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,2.033,1.147091946,SAPA,40,56,80
SanPablo,D,150,a,2022-07-28,2022-08-25,Summer,August,2022,7.254672302,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.987,1.094230778,SAPA,35,55,80
SanPablo,D,150,b,2022-07-28,2022-08-25,Summer,August,2022,2.8408620510000002,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.987,1.094230778,SAPA,35,55,80
SanPablo,D,150,c,2022-07-28,2022-08-25,Summer,August,2022,5.659673427,NA,Ramped,South.facing,M2,"Late_Dry
(Months 1-3)",Bay,1.987,1.094230778,SAPA,35,55,80
CorteMadera,A,2,a,2023-06-20,2023-07-18,Summer,July,2023,NA,NA,Scarped,East.facing,NA,NA,Bay,1.684,0.801794321,SAPA,35,56,40
CorteMadera,A,2,a,2023-06-20,2023-07-18,Summer,July,2023,NA,NA,Scarped,East.facing,NA,NA,Bay,1.684,0.801794321,SPFO,36,60,15
CorteMadera,A,2,a,2023-06-20,2023-07-18,Summer,July,2023,NA,NA,Scarped,East.facing,NA,NA,Bay,1.684,0.801794321,JACA,12,20,95
CorteMadera,A,2,b,2023-06-20,2023-07-18,Summer,July,2023,NA,NA,Scarped,East.facing,NA,NA,Bay,1.684,0.801794321,SAPA,35,56,40
CorteMadera,A,2,b,2023-06-20,2023-07-18,Summer,July,2023,NA,NA,Scarped,East.facing,NA,NA,Bay,1.684,0.801794321,SPFO,36,60,15
CorteMadera,A,2,b,2023-06-20,2023-07-18,Summer,July,2023,NA,NA,Scarped,East.facing,NA,NA,Bay,1.684,0.801794321,JACA,12,20,95
CorteMadera,A,2,c,2023-06-20,2023-07-18,Summer,July,2023,NA,NA,Scarped,East.facing,NA,NA,Bay,1.684,0.801794321,SAPA,35,56,40
CorteMadera,A,2,c,2023-06-20,2023-07-18,Summer,July,2023,NA,NA,Scarped,East.facing,NA,NA,Bay,1.684,0.801794321,SPFO,36,60,15
CorteMadera,A,2,c,2023-06-20,2023-07-18,Summer,July,2023,NA,NA,Scarped,East.facing,NA,NA,Bay,1.684,0.801794321,JACA,12,20,95
CorteMadera,A,6,a,2023-06-20,2023-07-18,Summer,July,2023,2.997427101,NA,Scarped,East.facing,NA,NA,Bay,1.691,0.81014555,SPFO,32,52,5
CorteMadera,A,6,a,2023-06-20,2023-07-18,Summer,July,2023,2.997427101,NA,Scarped,East.facing,NA,NA,Bay,1.691,0.81014555,JACA,12,28,90
CorteMadera,A,6,a,2023-06-20,2023-07-18,Summer,July,2023,2.997427101,NA,Scarped,East.facing,NA,NA,Bay,1.691,0.81014555,DISP,21,36,45
