Site,Tran,Dist,Replicate,Date placed in field,Date removed from field,Season ,Year ,Flux
Corte Madera,D,12,c,6/20/2023,7/18/2023,Summer ,2023,9.963856898
Corte Madera,D,12,a,6/20/2023,7/18/2023,Summer ,2023,8.994119088
Corte Madera,A,18,b,6/20/2023,7/18/2023,Summer ,2023,11.63011517
Corte Madera,A,18,a,6/20/2023,7/18/2023,Summer ,2023,8.908355795
Corte Madera,A,18,c,6/20/2023,7/18/2023,Summer ,2023,8.557338888
Corte Madera,B,18,a,6/20/2023,7/18/2023,Summer ,2023,19.93077677
Corte Madera,B,18,b,6/20/2023,7/18/2023,Summer ,2023,14.37760353
Corte Madera,B,18,c,6/20/2023,7/18/2023,Summer ,2023,4.783753982
Corte Madera,A,24,a,6/20/2023,7/18/2023,Summer ,2023,15.09188924
Corte Madera,A,24,c,6/20/2023,7/18/2023,Summer ,2023,14.56750796
Corte Madera,A,24,b,6/20/2023,7/18/2023,Summer ,2023,14.48725802
Corte Madera,B,24,b,6/20/2023,7/18/2023,Summer ,2023,17.03565303
Corte Madera,B,24,a,6/20/2023,7/18/2023,Summer ,2023,15.39083558
Corte Madera,B,24,c,6/20/2023,7/18/2023,Summer ,2023,14.98958589
Corte Madera,C,24,a,6/20/2023,7/18/2023,Summer ,2023,10.72469983
Corte Madera,C,24,c,6/20/2023,7/18/2023,Summer ,2023,5.556236217
Corte Madera,C,24,b,6/20/2023,7/18/2023,Summer ,2023,4.856040186
Corte Madera,D,24,c,6/20/2023,7/18/2023,Summer ,2023,9.223842196
Corte Madera,D,24,b,6/20/2023,7/18/2023,Summer ,2023,8.999019848
Corte Madera,D,24,a,6/20/2023,7/18/2023,Summer ,2023,7.95025729
Corte Madera,A,30,a,6/20/2023,7/18/2023,Summer ,2023,0
Corte Madera,A,30,b,6/20/2023,7/18/2023,Summer ,2023,0
Corte Madera,A,30,c,6/20/2023,7/18/2023,Summer ,2023,0
Corte Madera,B,30,b,6/20/2023,7/18/2023,Summer ,2023,7.202278853
Corte Madera,B,30,a,6/20/2023,7/18/2023,Summer ,2023,6.580494977
Corte Madera,B,30,c,6/20/2023,7/18/2023,Summer ,2023,6.063464837
Corte Madera,A,48,c,6/20/2023,7/18/2023,Summer ,2023,14.53565303
Corte Madera,A,48,a,6/20/2023,7/18/2023,Summer ,2023,7.514702279
Corte Madera,A,48,b,6/20/2023,7/18/2023,Summer ,2023,6.489218329
Corte Madera,B,48,c,6/20/2023,7/18/2023,Summer ,2023,6.962754227
Corte Madera,B,48,b,6/20/2023,7/18/2023,Summer ,2023,6.960916442
Corte Madera,B,48,a,6/20/2023,7/18/2023,Summer ,2023,6.304827248
Corte Madera,C,48,b,6/20/2023,7/18/2023,Summer ,2023,11.17985788
Corte Madera,C,48,a,6/20/2023,7/18/2023,Summer ,2023,10.98137711
Corte Madera,C,48,c,6/20/2023,7/18/2023,Summer ,2023,9.247733399
Corte Madera,D,48,a,6/20/2023,7/18/2023,Summer ,2023,6.319529527
Corte Madera,D,48,b,6/20/2023,7/18/2023,Summer ,2023,5.574614065
Corte Madera,D,48,c,6/20/2023,7/18/2023,Summer ,2023,1.314016173
San Pablo,A,0.5,b,5/19/2023,6/21/2023,Summer ,2023,52.63288402
San Pablo,A,0.5,c,5/19/2023,6/21/2023,Summer ,2023,50.97915759
San Pablo,A,0.5,a,5/19/2023,6/21/2023,Summer ,2023,20.92675943
San Pablo,B,0.5,b,5/19/2023,6/21/2023,Summer ,2023,0
San Pablo,B,0.5,c,5/19/2023,6/21/2023,Summer ,2023,8.52537033
San Pablo,B,0.5,a,5/19/2023,6/21/2023,Summer ,2023,6.731841129
San Pablo,C,0.5,c,5/19/2023,6/21/2023,Summer ,2023,61.68992064
San Pablo,C,0.5,b,5/19/2023,6/21/2023,Summer ,2023,41.16334014
San Pablo,C,0.5,a,5/19/2023,6/21/2023,Summer ,2023,20.19240511
San Pablo,D,0.5,a,5/19/2023,6/21/2023,Summer ,2023,100.3627966
San Pablo,D,0.5,b,5/19/2023,6/21/2023,Summer ,2023,56.48395657
San Pablo,D,0.5,c,5/19/2023,6/21/2023,Summer ,2023,8.253560486
San Pablo,A,2,c,5/19/2023,6/21/2023,Summer ,2023,26.52510674
San Pablo,A,2,a,5/19/2023,6/21/2023,Summer ,2023,10.50599617
San Pablo,A,2,b,5/19/2023,6/21/2023,Summer ,2023,8.632950899
San Pablo,B,2,c,5/19/2023,6/21/2023,Summer ,2023,0
San Pablo,B,2,b,5/19/2023,6/21/2023,Summer ,2023,9.386534597
San Pablo,B,2,a,5/19/2023,6/21/2023,Summer ,2023,7.813363664
San Pablo,C,2,a,5/19/2023,6/21/2023,Summer ,2023,22.11378368
San Pablo,C,2,b,5/19/2023,6/21/2023,Summer ,2023,14.1907606
San Pablo,C,2,c,5/19/2023,6/21/2023,Summer ,2023,13.93558157
San Pablo,D,2,b,5/19/2023,6/21/2023,Summer ,2023,65.57893223
San Pablo,D,2,a,5/19/2023,6/21/2023,Summer ,2023,20.8571179
San Pablo,D,2,c,5/19/2023,6/21/2023,Summer ,2023,10.84432927
San Pablo,A,6,b,5/19/2023,6/21/2023,Summer ,2023,37.17662252
San Pablo,A,6,c,5/19/2023,6/21/2023,Summer ,2023,6.641411086
San Pablo,A,6,a,5/19/2023,6/21/2023,Summer ,2023,4.436788985
San Pablo,B,6,c,5/19/2023,6/21/2023,Summer ,2023,4.695086294
San Pablo,B,6,b,5/19/2023,6/21/2023,Summer ,2023,4.655068401
San Pablo,B,6,a,5/19/2023,6/21/2023,Summer ,2023,3.876018771
San Pablo,C,6,b,5/19/2023,6/21/2023,Summer ,2023,9.881301273
San Pablo,C,6,a,5/19/2023,6/21/2023,Summer ,2023,3.029926178
San Pablo,C,6,c,5/19/2023,6/21/2023,Summer ,2023,1.737400208
San Pablo,D,6,b,5/19/2023,6/21/2023,Summer ,2023,13.26723078
San Pablo,D,6,c,5/19/2023,6/21/2023,Summer ,2023,6.733400268
San Pablo,D,6,a,5/19/2023,6/21/2023,Summer ,2023,4.641036153
San Pablo,A,9,c,5/19/2023,6/21/2023,Summer ,2023,0
San Pablo,A,9,a,5/19/2023,6/21/2023,Summer ,2023,0
San Pablo,A,9,b,5/19/2023,6/21/2023,Summer ,2023,0.895985031
San Pablo,B,9,a,5/19/2023,6/21/2023,Summer ,2023,0
San Pablo,B,9,c,5/19/2023,6/21/2023,Summer ,2023,4.313097316
San Pablo,B,9,b,5/19/2023,6/21/2023,Summer ,2023,3.68736299
San Pablo,A,12,b,5/19/2023,6/21/2023,Summer ,2023,0
San Pablo,A,12,c,5/19/2023,6/21/2023,Summer ,2023,7.233364073
San Pablo,A,12,a,5/19/2023,6/21/2023,Summer ,2023,5.360318799
San Pablo,B,12,c,5/19/2023,6/21/2023,Summer ,2023,2.616754426
San Pablo,B,12,b,5/19/2023,6/21/2023,Summer ,2023,2.331432047
San Pablo,B,12,a,5/19/2023,6/21/2023,Summer ,2023,2.261270806
San Pablo,C,12,c,5/19/2023,6/21/2023,Summer ,2023,6.438723057
San Pablo,C,12,b,5/19/2023,6/21/2023,Summer ,2023,5.971501164
San Pablo,C,12,a,5/19/2023,6/21/2023,Summer ,2023,3.987237331
San Pablo,D,12,a,5/19/2023,6/21/2023,Summer ,2023,69.93152773
San Pablo,D,12,c,5/19/2023,6/21/2023,Summer ,2023,4.984046663
San Pablo,D,12,b,5/19/2023,6/21/2023,Summer ,2023,3.76272136
San Pablo,A,18,b,5/19/2023,6/21/2023,Summer ,2023,0
San Pablo,A,18,c,5/19/2023,6/21/2023,Summer ,2023,0
San Pablo,A,18,a,5/19/2023,6/21/2023,Summer ,2023,0
San Pablo,B,18,b,5/19/2023,6/21/2023,Summer ,2023,0
San Pablo,B,18,c,5/19/2023,6/21/2023,Summer ,2023,7.506213343
San Pablo,B,18,a,5/19/2023,6/21/2023,Summer ,2023,3.104245122
San Pablo,A,24,b,5/19/2023,6/21/2023,Summer ,2023,3.559513618
San Pablo,A,24,a,5/19/2023,6/21/2023,Summer ,2023,2.558546582
San Pablo,A,24,c,5/19/2023,6/21/2023,Summer ,2023,2.513851273
San Pablo,B,24,a,5/19/2023,6/21/2023,Summer ,2023,37.25665831
San Pablo,B,24,c,5/19/2023,6/21/2023,Summer ,2023,4.179011389
San Pablo,B,24,b,5/19/2023,6/21/2023,Summer ,2023,2.647417487
San Pablo,C,24,b,5/19/2023,6/21/2023,Summer ,2023,0
San Pablo,C,24,c,5/19/2023,6/21/2023,Summer ,2023,0
San Pablo,C,24,a,5/19/2023,6/21/2023,Summer ,2023,NA
San Pablo,D,24,a,5/19/2023,6/21/2023,Summer ,2023,0
San Pablo,D,24,b,5/19/2023,6/21/2023,Summer ,2023,307.2714141
San Pablo,D,24,b,5/19/2023,6/21/2023,Summer ,2023,219.8666191
San Pablo,D,24,c,5/19/2023,6/21/2023,Summer ,2023,219.8666191
San Pablo,A,48,b,5/19/2023,6/21/2023,Summer ,2023,15.7748455
San Pablo,A,48,c,5/19/2023,6/21/2023,Summer ,2023,13.72613727
San Pablo,A,48,a,5/19/2023,6/21/2023,Summer ,2023,7.104994988
San Pablo,B,48,c,5/19/2023,6/21/2023,Summer ,2023,NA
San Pablo,B,48,a,5/19/2023,6/21/2023,Summer ,2023,2.183833585
San Pablo,B,48,b,5/19/2023,6/21/2023,Summer ,2023,1.649185782
San Pablo,C,48,a,5/19/2023,6/21/2023,Summer ,2023,5.748024619
San Pablo,C,48,b,5/19/2023,6/21/2023,Summer ,2023,3.190962931
San Pablo,C,48,c,5/19/2023,6/21/2023,Summer ,2023,2.478510796
San Pablo,D,48,c,5/19/2023,6/21/2023,Summer ,2023,5.935640974
San Pablo,D,48,a,5/19/2023,6/21/2023,Summer ,2023,4.077147662
San Pablo,D,48,b,5/19/2023,6/21/2023,Summer ,2023,2.215536072
San Pablo,A,72,c,5/19/2023,6/21/2023,Summer ,2023,13.81968559
San Pablo,A,72,b,5/19/2023,6/21/2023,Summer ,2023,13.67988282
San Pablo,A,72,a,5/19/2023,6/21/2023,Summer ,2023,12.85613788
San Pablo,B,72,b,5/19/2023,6/21/2023,Summer ,2023,17.82979029
San Pablo,B,72,a,5/19/2023,6/21/2023,Summer ,2023,15.67869862
San Pablo,B,72,c,5/19/2023,6/21/2023,Summer ,2023,14.94590344
San Pablo,C,72,b,5/19/2023,6/21/2023,Summer ,2023,18.81048852
San Pablo,C,72,c,5/19/2023,6/21/2023,Summer ,2023,16.22335773
San Pablo,C,72,a,5/19/2023,6/21/2023,Summer ,2023,13.90907621
San Pablo,D,72,c,5/19/2023,6/21/2023,Summer ,2023,10.95970553
San Pablo,D,72,a,5/19/2023,6/21/2023,Summer ,2023,9.387574023
San Pablo,D,72,b,5/19/2023,6/21/2023,Summer ,2023,9.275316038
San Pablo,A,150,b,5/19/2023,6/21/2023,Summer ,2023,4.290749661
San Pablo,A,150,a,5/19/2023,6/21/2023,Summer ,2023,3.566789599
San Pablo,A,150,c,5/19/2023,6/21/2023,Summer ,2023,2.828797288
San Pablo,B,150,c,5/19/2023,6/21/2023,Summer ,2023,5.583795344
San Pablo,B,150,b,5/19/2023,6/21/2023,Summer ,2023,4.507469939
San Pablo,B,150,a,5/19/2023,6/21/2023,Summer ,2023,4.314136742
San Pablo,C,150,b,5/19/2023,6/21/2023,Summer ,2023,5.164906751
San Pablo,C,150,c,5/19/2023,6/21/2023,Summer ,2023,4.905570016
San Pablo,C,150,a,5/19/2023,6/21/2023,Summer ,2023,4.303742484
San Pablo,D,150,b,5/19/2023,6/21/2023,Summer ,2023,6.409619134
San Pablo,D,150,c,5/19/2023,6/21/2023,Summer ,2023,3.48987209
San Pablo,D,150,a,5/19/2023,6/21/2023,Summer ,2023,2.831915565
Corte Madera,A,0.5,a,5/18/2023,6/20/2023,Summer ,2023,0
Corte Madera,A,0.5,b,5/18/2023,6/20/2023,Summer ,2023,0
Corte Madera,A,0.5,c,5/18/2023,6/20/2023,Summer ,2023,0
Corte Madera,B,0.5,a,5/18/2023,6/20/2023,Summer ,2023,0
Corte Madera,B,0.5,b,5/18/2023,6/20/2023,Summer ,2023,0
Corte Madera,B,0.5,c,5/18/2023,6/20/2023,Summer ,2023,0
Corte Madera,C,0.5,a,5/18/2023,6/20/2023,Summer ,2023,17.61318156
Corte Madera,C,0.5,c,5/18/2023,6/20/2023,Summer ,2023,5.722230885
Corte Madera,C,0.5,b,5/18/2023,6/20/2023,Summer ,2023,3.727324705
Corte Madera,C,0.5,a,5/18/2023,6/20/2023,Summer ,2023,2.837465565
Corte Madera,D,0.5,c,5/18/2023,6/20/2023,Summer ,2023,10.95846977
Corte Madera,D,0.5,b,5/18/2023,6/20/2023,Summer ,2023,10.67778991
Corte Madera,A,2,c,5/18/2023,6/20/2023,Summer ,2023,0
Corte Madera,A,2,b,5/18/2023,6/20/2023,Summer ,2023,3.532927907
Corte Madera,A,2,a,5/18/2023,6/20/2023,Summer ,2023,2.696086075
Corte Madera,B,2,a,5/18/2023,6/20/2023,Summer ,2023,0
Corte Madera,B,2,b,5/18/2023,6/20/2023,Summer ,2023,0
Corte Madera,B,2,c,5/18/2023,6/20/2023,Summer ,2023,0
Corte Madera,C,2,b,5/18/2023,6/20/2023,Summer ,2023,7.563802692
Corte Madera,C,2,c,5/18/2023,6/20/2023,Summer ,2023,4.532460107
Corte Madera,C,2,a,5/18/2023,6/20/2023,Summer ,2023,2.985602162
Corte Madera,D,2,a,5/18/2023,6/20/2023,Summer ,2023,0
Corte Madera,D,2,b,5/18/2023,6/20/2023,Summer ,2023,4.491397682
Corte Madera,D,2,c,5/18/2023,6/20/2023,Summer ,2023,2.871770882
Corte Madera,A,6,b,5/18/2023,6/20/2023,Summer ,2023,0
Corte Madera,A,6,c,5/18/2023,6/20/2023,Summer ,2023,7.579396019
Corte Madera,A,6,a,5/18/2023,6/20/2023,Summer ,2023,3.294350018
Corte Madera,B,6,b,5/18/2023,6/20/2023,Summer ,2023,0
Corte Madera,B,6,c,5/18/2023,6/20/2023,Summer ,2023,5.592806279
Corte Madera,B,6,a,5/18/2023,6/20/2023,Summer ,2023,0.188159468
Corte Madera,C,6,a,5/18/2023,6/20/2023,Summer ,2023,20.10031706
Corte Madera,C,6,c,5/18/2023,6/20/2023,Summer ,2023,11.38416758
Corte Madera,C,6,b,5/18/2023,6/20/2023,Summer ,2023,9.14808462
Corte Madera,D,6,a,5/18/2023,6/20/2023,Summer ,2023,12.87852799
Corte Madera,D,6,b,5/18/2023,6/20/2023,Summer ,2023,6.697333541
Corte Madera,D,6,c,5/18/2023,6/20/2023,Summer ,2023,3.54072457
Corte Madera,A,12,b,5/18/2023,6/20/2023,Summer ,2023,13.09319611
Corte Madera,A,12,c,5/18/2023,6/20/2023,Summer ,2023,12.9221893
Corte Madera,A,12,a,5/18/2023,6/20/2023,Summer ,2023,12.40033266
Corte Madera,B,12,c,5/18/2023,6/20/2023,Summer ,2023,0
Corte Madera,B,12,a,5/18/2023,6/20/2023,Summer ,2023,6.444721659
Corte Madera,B,12,b,5/18/2023,6/20/2023,Summer ,2023,4.65408805
Corte Madera,C,12,a,5/18/2023,6/20/2023,Summer ,2023,22.9315453
Corte Madera,C,12,b,5/18/2023,6/20/2023,Summer ,2023,16.96969697
Corte Madera,C,12,c,5/18/2023,6/20/2023,Summer ,2023,15.79084152
Corte Madera,D,12,c,5/18/2023,6/20/2023,Summer ,2023,7.321066584
Corte Madera,D,12,b,5/18/2023,6/20/2023,Summer ,2023,6.842351474
Corte Madera,D,12,a,5/18/2023,6/20/2023,Summer ,2023,5.283538645
Corte Madera,A,18,b,5/18/2023,6/20/2023,Summer ,2023,14.5626072
Corte Madera,A,18,a,5/18/2023,6/20/2023,Summer ,2023,13.22418005
Corte Madera,A,18,c,5/18/2023,6/20/2023,Summer ,2023,11.08009772
Corte Madera,B,18,a,5/18/2023,6/20/2023,Summer ,2023,10.54784552
Corte Madera,B,18,b,5/18/2023,6/20/2023,Summer ,2023,7.339778575
Corte Madera,B,18,c,5/18/2023,6/20/2023,Summer ,2023,5.150475596
Corte Madera,A,24,b,5/18/2023,6/20/2023,Summer ,2023,0
Corte Madera,A,24,c,5/18/2023,6/20/2023,Summer ,2023,14.12963252
Corte Madera,A,24,a,5/18/2023,6/20/2023,Summer ,2023,13.01418993
Corte Madera,B,24,c,5/18/2023,6/20/2023,Summer ,2023,11.69551432
Corte Madera,B,24,a,5/18/2023,6/20/2023,Summer ,2023,10.77083008
Corte Madera,B,24,b,5/18/2023,6/20/2023,Summer ,2023,9.600810853
Corte Madera,C,24,a,5/18/2023,6/20/2023,Summer ,2023,8.877280524
Corte Madera,C,24,c,5/18/2023,6/20/2023,Summer ,2023,7.643848433
Corte Madera,C,24,b,5/18/2023,6/20/2023,Summer ,2023,6.859504132
Corte Madera,D,24,b,5/18/2023,6/20/2023,Summer ,2023,6.733717969
Corte Madera,D,24,a,5/18/2023,6/20/2023,Summer ,2023,5.816310619
Corte Madera,D,24,c,5/18/2023,6/20/2023,Summer ,2023,4.10156453
Corte Madera,A,30,a,5/18/2023,6/20/2023,Summer ,2023,0
Corte Madera,A,30,b,5/18/2023,6/20/2023,Summer ,2023,0
Corte Madera,A,30,c,5/18/2023,6/20/2023,Summer ,2023,0
Corte Madera,B,30,b,5/18/2023,6/20/2023,Summer ,2023,8.251988149
Corte Madera,B,30,c,5/18/2023,6/20/2023,Summer ,2023,5.39425126
Corte Madera,B,30,a,5/18/2023,6/20/2023,Summer ,2023,4.440459483
Corte Madera,A,48,c,5/18/2023,6/20/2023,Summer ,2023,14.29907999
Corte Madera,A,48,a,5/18/2023,6/20/2023,Summer ,2023,6.519569624
Corte Madera,A,48,b,5/18/2023,6/20/2023,Summer ,2023,4.50647123
Corte Madera,B,48,b,5/18/2023,6/20/2023,Summer ,2023,5.302250637
Corte Madera,B,48,c,5/18/2023,6/20/2023,Summer ,2023,4.699828473
Corte Madera,B,48,a,5/18/2023,6/20/2023,Summer ,2023,4.179011383
Corte Madera,C,48,a,5/18/2023,6/20/2023,Summer ,2023,12.78860648
Corte Madera,C,48,c,5/18/2023,6/20/2023,Summer ,2023,11.24070898
Corte Madera,C,48,b,5/18/2023,6/20/2023,Summer ,2023,5.50392432
Corte Madera,D,48,a,5/18/2023,6/20/2023,Summer ,2023,5.325120848
Corte Madera,D,48,c,5/18/2023,6/20/2023,Summer ,2023,4.418109049
Corte Madera,D,48,b,5/18/2023,6/20/2023,Summer ,2023,4.030355008
San Pablo,A,0.5,a,4/21/2023,5/19/2023,Spring ,2023,115.9779789
San Pablo,A,0.5,b,4/21/2023,5/19/2023,Spring ,2023,111.787738
San Pablo,A,0.5,c,4/21/2023,5/19/2023,Spring ,2023,97.68143071
San Pablo,B,0.5,c,4/21/2023,5/19/2023,Spring ,2023,129.2782114
San Pablo,B,0.5,b,4/21/2023,5/19/2023,Spring ,2023,77.62205354
San Pablo,B,0.5,a,4/21/2023,5/19/2023,Spring ,2023,3.263500002
San Pablo,C,0.5,b,4/21/2023,5/19/2023,Spring ,2023,6.356719786
San Pablo,C,0.5,c,4/21/2023,5/19/2023,Spring ,2023,5.267661415
San Pablo,C,0.5,a,4/21/2023,5/19/2023,Spring ,2023,4.690056215
San Pablo,D,0.5,c,4/21/2023,5/19/2023,Spring ,2023,17.56091311
San Pablo,D,0.5,a,4/21/2023,5/19/2023,Spring ,2023,8.317392366
San Pablo,D,0.5,b,4/21/2023,5/19/2023,Spring ,2023,6.915949422
San Pablo,A,2,c,4/21/2023,5/19/2023,Spring ,2023,23.92069549
San Pablo,A,2,b,4/21/2023,5/19/2023,Spring ,2023,17.37286985
San Pablo,A,2,a,4/21/2023,5/19/2023,Spring ,2023,9.289459653
San Pablo,B,2,c,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,B,2,b,4/21/2023,5/19/2023,Spring ,2023,7.127880917
San Pablo,B,2,a,4/21/2023,5/19/2023,Spring ,2023,3.766377911
San Pablo,C,2,a,4/21/2023,5/19/2023,Spring ,2023,9.464640021
San Pablo,C,2,b,4/21/2023,5/19/2023,Spring ,2023,9.065890302
San Pablo,C,2,c,4/21/2023,5/19/2023,Spring ,2023,7.447615714
San Pablo,D,2,b,4/21/2023,5/19/2023,Spring ,2023,24.98280304
San Pablo,D,2,a,4/21/2023,5/19/2023,Spring ,2023,14.69983794
San Pablo,D,2,c,4/21/2023,5/19/2023,Spring ,2023,4.982227668
San Pablo,A,6,a,4/21/2023,5/19/2023,Spring ,2023,9.157155599
San Pablo,A,6,c,4/21/2023,5/19/2023,Spring ,2023,3.615698294
San Pablo,A,6,b,4/21/2023,5/19/2023,Spring ,2023,2.72203341
San Pablo,B,6,b,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,B,6,c,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,B,6,a,4/21/2023,5/19/2023,Spring ,2023,5.24499822
San Pablo,C,6,b,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,C,6,a,4/21/2023,5/19/2023,Spring ,2023,14.22819849
San Pablo,C,6,c,4/21/2023,5/19/2023,Spring ,2023,3.635911414
San Pablo,D,6,b,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,D,6,a,4/21/2023,5/19/2023,Spring ,2023,14.25514931
San Pablo,D,6,c,4/21/2023,5/19/2023,Spring ,2023,10.00365654
San Pablo,A,9,b,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,A,9,c,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,A,9,a,4/21/2023,5/19/2023,Spring ,2023,5.479592909
San Pablo,B,9,c,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,B,9,a,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,B,9,b,4/21/2023,5/19/2023,Spring ,2023,3.802516519
San Pablo,A,12,b,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,A,12,c,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,A,12,a,4/21/2023,5/19/2023,Spring ,2023,3.480944165
San Pablo,B,12,b,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,B,12,c,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,B,12,a,4/21/2023,5/19/2023,Spring ,2023,4.702306591
San Pablo,C,12,c,4/21/2023,5/19/2023,Spring ,2023,8.966662262
San Pablo,C,12,b,4/21/2023,5/19/2023,Spring ,2023,3.850905502
San Pablo,C,12,a,4/21/2023,5/19/2023,Spring ,2023,3.22981147
San Pablo,D,12,a,4/21/2023,5/19/2023,Spring ,2023,130.112462
San Pablo,D,12,c,4/21/2023,5/19/2023,Spring ,2023,109.3658387
San Pablo,D,12,b,4/21/2023,5/19/2023,Spring ,2023,7.680985365
San Pablo,A,18,b,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,A,18,c,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,A,18,a,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,B,18,b,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,B,18,c,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,B,18,a,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,A,24,b,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,A,24,c,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,A,24,a,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,B,24,b,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,B,24,a,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,B,24,c,4/21/2023,5/19/2023,Spring ,2023,3.637136451
San Pablo,C,24,b,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,C,24,c,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,C,24,a,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,D,24,b,4/21/2023,5/19/2023,Spring ,2023,581.7691019
San Pablo,D,24,c,4/21/2023,5/19/2023,Spring ,2023,12.44760643
San Pablo,D,24,a,4/21/2023,5/19/2023,Spring ,2023,1.36836693
San Pablo,A,48,c,4/21/2023,5/19/2023,Spring ,2023,2.571353793
San Pablo,A,48,b,4/21/2023,5/19/2023,Spring ,2023,2.482538571
San Pablo,A,48,a,4/21/2023,5/19/2023,Spring ,2023,1.805705331
San Pablo,B,48,c,4/21/2023,5/19/2023,Spring ,2023,0
San Pablo,B,48,b,4/21/2023,5/19/2023,Spring ,2023,NA
San Pablo,B,48,a,4/21/2023,5/19/2023,Spring ,2023,1.770791762
San Pablo,C,48,a,4/21/2023,5/19/2023,Spring ,2023,2.137077986
San Pablo,C,48,b,4/21/2023,5/19/2023,Spring ,2023,1.906770928
San Pablo,C,48,c,4/21/2023,5/19/2023,Spring ,2023,1.843068976
San Pablo,D,48,b,4/21/2023,5/19/2023,Spring ,2023,16.43510361
San Pablo,D,48,c,4/21/2023,5/19/2023,Spring ,2023,1.319977948
San Pablo,D,48,a,4/21/2023,5/19/2023,Spring ,2023,1.227487613
San Pablo,A,72,b,4/21/2023,5/19/2023,Spring ,2023,2.300007978
San Pablo,A,72,c,4/21/2023,5/19/2023,Spring ,2023,2.104614491
San Pablo,A,72,a,4/21/2023,5/19/2023,Spring ,2023,2.049487802
San Pablo,B,72,b,4/21/2023,5/19/2023,Spring ,2023,3.582622281
San Pablo,B,72,a,4/21/2023,5/19/2023,Spring ,2023,3.472368902
San Pablo,B,72,c,4/21/2023,5/19/2023,Spring ,2023,2.958465655
San Pablo,C,72,c,4/21/2023,5/19/2023,Spring ,2023,4.27476849
San Pablo,C,72,b,4/21/2023,5/19/2023,Spring ,2023,4.238629882
San Pablo,C,72,a,4/21/2023,5/19/2023,Spring ,2023,3.168559593
San Pablo,D,72,a,4/21/2023,5/19/2023,Spring ,2023,2.049487802
San Pablo,D,72,c,4/21/2023,5/19/2023,Spring ,2023,1.538647148
San Pablo,D,72,b,4/21/2023,5/19/2023,Spring ,2023,1.455344595
San Pablo,A,150,a,4/21/2023,5/19/2023,Spring ,2023,1.380004787
San Pablo,A,150,c,4/21/2023,5/19/2023,Spring ,2023,1.227487613
San Pablo,A,150,b,4/21/2023,5/19/2023,Spring ,2023,1.163785661
San Pablo,B,150,b,4/21/2023,5/19/2023,Spring ,2023,1.02535642
San Pablo,B,150,c,4/21/2023,5/19/2023,Spring ,2023,0.998405594
San Pablo,B,150,a,4/21/2023,5/19/2023,Spring ,2023,0.704396585
San Pablo,C,150,b,4/21/2023,5/19/2023,Spring ,2023,0.954304242
San Pablo,C,150,c,4/21/2023,5/19/2023,Spring ,2023,0.877126877
San Pablo,C,150,a,4/21/2023,5/19/2023,Spring ,2023,0.872226727
San Pablo,D,150,b,4/21/2023,5/19/2023,Spring ,2023,0.894889922
San Pablo,D,150,a,4/21/2023,5/19/2023,Spring ,2023,0.818937594
San Pablo,D,150,c,4/21/2023,5/19/2023,Spring ,2023,0.470414415
Corte Madera,A,0.5,a,4/20/2023,5/18/2023,Spring ,2023,0
Corte Madera,A,0.5,b,4/20/2023,5/18/2023,Spring ,2023,0
Corte Madera,A,0.5,c,4/20/2023,5/18/2023,Spring ,2023,0
Corte Madera,B,0.5,a,4/20/2023,5/18/2023,Spring ,2023,0
Corte Madera,B,0.5,b,4/20/2023,5/18/2023,Spring ,2023,0
Corte Madera,B,0.5,c,4/20/2023,5/18/2023,Spring ,2023,0
Corte Madera,C,0.5,c,4/20/2023,5/18/2023,Spring ,2023,2.082210243
Corte Madera,C,0.5,a,4/20/2023,5/18/2023,Spring ,2023,1.750796373
Corte Madera,C,0.5,b,4/20/2023,5/18/2023,Spring ,2023,1.391203136
Corte Madera,D,0.5,a,4/20/2023,5/18/2023,Spring ,2023,0
Corte Madera,D,0.5,c,4/20/2023,5/18/2023,Spring ,2023,3.809728008
